sentence_id,Someone,somewhere,title,article_link,Someone_first_index,Someone_last_index,somewhere_first_index,somewhere_last_index,sentence_text,paragraph_text,url
639312,The English - educated Chinese,English,Chinese Singaporeans,https://en.wikipedia.org/wiki?curid=1413338,0,4,8,8,"The English - educated Chinese were educated with English as the medium of instruction and learnt little or no Mandarin in school ( in such cases , Mandarin became an optional language ) .","Before the 1980s, Singaporean Chinese were either English-educated or Chinese-educated. The English-educated Chinese were educated with English as the medium of instruction and learnt little or no Mandarin in school (in such cases, Mandarin became an optional language). As a result, they became affianced to English-speaking and inevitably distanced from the Chinese language and their respective mother tongues. On the other hand, the Chinese-educated were educated with Mandarin as the medium of instruction but learnt little or no English. They usually speak Mandarin and their respective mother tongues with little or no English. There were of course a portion of Chinese Singaporeans who were bilingual, i.e. simultaneously educated with English and Mandarin as the medium of instruction, or who attended Chinese-based primary schools and subsequently transferred to English-based schools for their secondary education.",https://en.wikipedia.org/wiki?curid=1413338
639314,the Chinese - educated,the other hand,Chinese Singaporeans,https://en.wikipedia.org/wiki?curid=1413338,5,8,1,3,"On the other hand , the Chinese - educated were educated with Mandarin as the medium of instruction but learnt little or no English .","Before the 1980s, Singaporean Chinese were either English-educated or Chinese-educated. The English-educated Chinese were educated with English as the medium of instruction and learnt little or no Mandarin in school (in such cases, Mandarin became an optional language). As a result, they became affianced to English-speaking and inevitably distanced from the Chinese language and their respective mother tongues. On the other hand, the Chinese-educated were educated with Mandarin as the medium of instruction but learnt little or no English. They usually speak Mandarin and their respective mother tongues with little or no English. There were of course a portion of Chinese Singaporeans who were bilingual, i.e. simultaneously educated with English and Mandarin as the medium of instruction, or who attended Chinese-based primary schools and subsequently transferred to English-based schools for their secondary education.",https://en.wikipedia.org/wiki?curid=1413338
639314,the Chinese - educated,Mandarin,Chinese Singaporeans,https://en.wikipedia.org/wiki?curid=1413338,5,8,12,12,"On the other hand , the Chinese - educated were educated with Mandarin as the medium of instruction but learnt little or no English .","Before the 1980s, Singaporean Chinese were either English-educated or Chinese-educated. The English-educated Chinese were educated with English as the medium of instruction and learnt little or no Mandarin in school (in such cases, Mandarin became an optional language). As a result, they became affianced to English-speaking and inevitably distanced from the Chinese language and their respective mother tongues. On the other hand, the Chinese-educated were educated with Mandarin as the medium of instruction but learnt little or no English. They usually speak Mandarin and their respective mother tongues with little or no English. There were of course a portion of Chinese Singaporeans who were bilingual, i.e. simultaneously educated with English and Mandarin as the medium of instruction, or who attended Chinese-based primary schools and subsequently transferred to English-based schools for their secondary education.",https://en.wikipedia.org/wiki?curid=1413338
639490,Singaporean Chinese,English medium schools,Chinese Singaporeans,https://en.wikipedia.org/wiki?curid=1413338,15,16,20,22,"While mainland Chinese are largely Sino - centric in their outlook of the world , Singaporean Chinese are educated in English medium schools ( but also are taught the Chinese language ) and are exposed to western influences due to its long history as a British constituent colony of the Straits Settlements .","There exists, however, some degree of differences between the Singaporean Chinese and mainland Chinese in terms of mindset, culture, and languages. While mainland Chinese are largely Sino-centric in their outlook of the world, Singaporean Chinese are educated in English medium schools (but also are taught the Chinese language) and are exposed to western influences due to its long history as a British constituent colony of the Straits Settlements. As such, the local Singaporean Chinese culture is a blend and mix of southern Chinese culture, local Singaporean culture (with various influences from cultures of other ethnicity) and western culture.",https://en.wikipedia.org/wiki?curid=1413338
640789,He,the High School of Dundee,Charles Ower,https://en.wikipedia.org/wiki?curid=60203455,0,0,4,8,He was educated at the High School of Dundee then articled to his father as a civil engineer in 1863 .,He was educated at the High School of Dundee then articled to his father as a civil engineer in 1863. In 1869 he went to the South Kensington School of Architecture in London.,https://en.wikipedia.org/wiki?curid=60203455
641725,He,Portugal,Nuno da Silva Gonçalves,https://en.wikipedia.org/wiki?curid=49889484,0,0,4,4,"He was educated in Portugal and Italy , earning a licentiate in philosophy and letters from the Catholic University of Portugal , and a licentiate in theology and both a licentiate and doctorate in Church history from the Gregorian University in Rome .","Gonçalves was born in Lisbon, Portugal in 1958 and entered the Society of Jesus (Jesuits) at a young age. He was ordained a priest on July 12, 1986. He was educated in Portugal and Italy, earning a licentiate in philosophy and letters from the Catholic University of Portugal, and a licentiate in theology and both a licentiate and doctorate in Church history from the Gregorian University in Rome.",https://en.wikipedia.org/wiki?curid=49889484
642610,He,public schools,Lew Johnstone,https://en.wikipedia.org/wiki?curid=27932852,0,0,4,5,He was educated at public schools in the area and studied mine draughting and engineering .,"Johnstone was born in Broken Hill to Charles Albert Johnstone, an underground mine manager, and Jessie Charlott Thueff. He was educated at public schools in the area and studied mine draughting and engineering. In 1936, the year he joined the Labor Party, he was employed with the North Broken Hill Mining Company, and became a member of the Broken Hill Miners' Union. He married Doris Jenkins on 26 June 1937, with whom he had two daughters. In 1941 he enlisted in the AIF, serving in Tobruk, Syria and El Alamein. He was discharged in January 1945. He continued to be active in the mining unions, serving as senior assistant secretary (1951–1953) and then secretary (1954–1965) of the Broken Hill union.",https://en.wikipedia.org/wiki?curid=27932852
643455,He,Trinity College,Henry Thomson (Irish politician),https://en.wikipedia.org/wiki?curid=31445569,0,0,4,5,"He was educated at Trinity College , Dublin .","Born in 1840, Thomson was the second son of Henry Thomson of Newry, County Down, by his marriage to Anne, daughter of the Rev. William Henry, of Tassagh, County Armagh. He was educated at Trinity College, Dublin. In 1866, he married Alice Cecilia, the youngest daughter of Henry Corbet-Singleton of Aclare, County Meath.",https://en.wikipedia.org/wiki?curid=31445569
645567,He,Dalkeith Grammar School,Peter Tait (physicist),https://en.wikipedia.org/wiki?curid=256322,0,0,4,6,He was educated at Dalkeith Grammar School then Edinburgh Academy .,"He was educated at Dalkeith Grammar School then Edinburgh Academy. He then studied Maths and Physics at the University of Edinburgh, and then went to Peterhouse, Cambridge, graduating as senior wrangler and first Smith's prizeman in 1852. As a fellow and lecturer of his college he remained at the University for a further two years, before leaving to take up the professorship of mathematics at Queen's College, Belfast. There he made the acquaintance of Thomas Andrews, whom he joined in researches on the density of ozone and the action of the electric discharge on oxygen and other gases, and by whom he was introduced to Sir William Rowan Hamilton and quaternions.",https://en.wikipedia.org/wiki?curid=256322
646356,She,St Paul 's Girls ' School,Tania Mathias,https://en.wikipedia.org/wiki?curid=46642506,0,0,4,9,"She was educated at St Paul 's Girls ' School , an all - girls independent school in Hammersmith , London .","Mathias was born in Kensington, London on 21 June 1964 and raised in Barnes. She was educated at St Paul's Girls' School, an all-girls independent school in Hammersmith, London. She studied at St Catherine's College, Oxford and Christ Church, Oxford, graduating with Bachelor of Medicine, Bachelor of Surgery (MB BCh) degrees in 1988. Her grandfather, Fred Mathias, played rugby and cricket for Glamorgan and in 1918 was awarded the Military Cross after his exploits flying over enemy lines in Belgium and France.",https://en.wikipedia.org/wiki?curid=46642506
646751,he,attending Ealing Grammar School,Derek Keene,https://en.wikipedia.org/wiki?curid=57407775,6,6,1,4,"After attending Ealing Grammar School , he was educated at Oriel College , Oxford , where he completed his undergraduate and doctoral studies ; his DPhil was awarded in 1972 for his thesis "" Some aspects of the history , topography and archaeology of the north eastern part of the medieval city of Winchester with special reference to the Brooks area "" .","Born on 27 December 1942, Derek John Keene is the son of Charles Henry Keene and his wife Edith Anne (""née"" Swanston). After attending Ealing Grammar School, he was educated at Oriel College, Oxford, where he completed his undergraduate and doctoral studies; his DPhil was awarded in 1972 for his thesis ""Some aspects of the history, topography and archaeology of the north eastern part of the medieval city of Winchester with special reference to the Brooks area"". In 1968, Keene became a researcher at the Winchester Research Unit, and became its assistant director six years later. In 1979, he joined the Institute of Historical Research (IHR) where he led the Social Science Research Council-funded project ""Social and economic survey of medieval London"". He then proposed that the IHR establish its own centre dedicated to studying London's history, and this came to fruition in 1987 when the IHR set up the Centre for Metropolitan History with Keene as its first Director. He served in that post until 2001, after which he was appointed Leverhulme Professor of Comparative Metropolitan History at the IHR. After retiring in 2008, he remained associated with the IHR as Emeritus Professor of Metropolitan History and as an honorary fellow.",https://en.wikipedia.org/wiki?curid=57407775
646751,he,Oriel College,Derek Keene,https://en.wikipedia.org/wiki?curid=57407775,6,6,10,11,"After attending Ealing Grammar School , he was educated at Oriel College , Oxford , where he completed his undergraduate and doctoral studies ; his DPhil was awarded in 1972 for his thesis "" Some aspects of the history , topography and archaeology of the north eastern part of the medieval city of Winchester with special reference to the Brooks area "" .","Born on 27 December 1942, Derek John Keene is the son of Charles Henry Keene and his wife Edith Anne (""née"" Swanston). After attending Ealing Grammar School, he was educated at Oriel College, Oxford, where he completed his undergraduate and doctoral studies; his DPhil was awarded in 1972 for his thesis ""Some aspects of the history, topography and archaeology of the north eastern part of the medieval city of Winchester with special reference to the Brooks area"". In 1968, Keene became a researcher at the Winchester Research Unit, and became its assistant director six years later. In 1979, he joined the Institute of Historical Research (IHR) where he led the Social Science Research Council-funded project ""Social and economic survey of medieval London"". He then proposed that the IHR establish its own centre dedicated to studying London's history, and this came to fruition in 1987 when the IHR set up the Centre for Metropolitan History with Keene as its first Director. He served in that post until 2001, after which he was appointed Leverhulme Professor of Comparative Metropolitan History at the IHR. After retiring in 2008, he remained associated with the IHR as Emeritus Professor of Metropolitan History and as an honorary fellow.",https://en.wikipedia.org/wiki?curid=57407775
649626,he,Peterhouse,James Croft (priest),https://en.wikipedia.org/wiki?curid=53659037,10,10,14,14,"The son of Robert Croft , Canon of York , he was educated at Peterhouse , Cambridge .","The son of Robert Croft, Canon of York, he was educated at Peterhouse, Cambridge. Croft was ordained in 1810 and held incumbencies at Ingoldmells, Saltwood, Great Chart and Cliffe-at-Hoo.",https://en.wikipedia.org/wiki?curid=53659037
651242,She,North London Collegiate School,Margaret Elizabeth Buchanan,https://en.wikipedia.org/wiki?curid=57407838,0,0,4,7,She was educated at North London Collegiate School .,"Buchanan was born in Clerkenwell, London, to Albert Buchanan, a physician, and Elizabeth Anne Blake. She was educated at North London Collegiate School. She qualified as a pharmacist in 1887 having served her apprenticeship with her father, and subsequently with Isabella Clarke-Keer and her husband Thomas Keer. She enrolled as a student in the Pharmaceutical Society's School of Pharmacy in Bloomsbury Square in 1886. She passed the Minor exam and registered as a Chemist and Druggist later that year. She passed the Major examination in 1887, gaining a silver medal for taking second place in the Pereira competition, the first woman to achieve this.",https://en.wikipedia.org/wiki?curid=57407838
652831,He,"the "" Lycée Pierre Corneille",Jean Rochefort,https://en.wikipedia.org/wiki?curid=1393918,0,0,4,8,"He was educated at the "" Lycée Pierre Corneille "" in Rouen .","Rochefort was born in Paris, France, to Breton parents. He was educated at the ""Lycée Pierre Corneille"" in Rouen.",https://en.wikipedia.org/wiki?curid=1393918
652831,He,Rouen,Jean Rochefort,https://en.wikipedia.org/wiki?curid=1393918,0,0,11,11,"He was educated at the "" Lycée Pierre Corneille "" in Rouen .","Rochefort was born in Paris, France, to Breton parents. He was educated at the ""Lycée Pierre Corneille"" in Rouen.",https://en.wikipedia.org/wiki?curid=1393918
653496,He,Winchester College,Marcus Fysh,https://en.wikipedia.org/wiki?curid=46642403,0,0,5,6,"He was privately educated at Winchester College in Hampshire and went on to study Literature at Corpus Christi College , Oxford .","Fysh was born on 8 November 1970 in Australia. His family moved to the UK when he was three. He comes from a medical family with a background in business and economics. He was privately educated at Winchester College in Hampshire and went on to study Literature at Corpus Christi College, Oxford. Prior to his election he ran companies in the agriculture and healthcare sectors, after working for Mercury Asset Management specialising in investment in businesses in the Asia Pacific region.",https://en.wikipedia.org/wiki?curid=46642403
653600,He,Lancaster Royal Grammar School,Kevin Roberts (businessman),https://en.wikipedia.org/wiki?curid=7546349,0,0,4,7,He was educated at Lancaster Royal Grammar School in the 1960s .,Roberts was born and raised in Lancaster in the northwest of England. He was educated at Lancaster Royal Grammar School in the 1960s. He then became an assistant brand manager for Mary Quant Cosmetics in 1969. Roberts was later promoted to a brand manager.,https://en.wikipedia.org/wiki?curid=7546349
653600,He,the 1960s,Kevin Roberts (businessman),https://en.wikipedia.org/wiki?curid=7546349,0,0,9,10,He was educated at Lancaster Royal Grammar School in the 1960s .,Roberts was born and raised in Lancaster in the northwest of England. He was educated at Lancaster Royal Grammar School in the 1960s. He then became an assistant brand manager for Mary Quant Cosmetics in 1969. Roberts was later promoted to a brand manager.,https://en.wikipedia.org/wiki?curid=7546349
654746,Barnes,the University of Nebraska,Viola Florence Barnes,https://en.wikipedia.org/wiki?curid=30857212,6,6,10,13,"Born in Albion , Nebraska , Barnes was educated at the University of Nebraska and Yale University .","Born in Albion, Nebraska, Barnes was educated at the University of Nebraska and Yale University. She taught at Smith College (1933) and Mount Holyoke College (1933–1952). In 1940, she was honored by the Women's Centennial Congress as one of a hundred successful women in fields formerly closed to women.",https://en.wikipedia.org/wiki?curid=30857212
657251,He,the Regent House Grammar School,Colin Murray,https://en.wikipedia.org/wiki?curid=1790121,0,0,4,8,"He was educated at the Regent House Grammar School in Newtownards , and later at Dundonald High School , leaving after GCSEs .","Murray was born in 1977 in the Ulster Hospital in Dundonald, a suburb of East Belfast, Northern Ireland, and grew up in Dundonald's Ballybeen estate. He was educated at the Regent House Grammar School in Newtownards, and later at Dundonald High School, leaving after GCSEs. Hyperactive since childhood, Murray was asked to leave the grammar school due to what was perceived by teachers as a tendency to disruption – always asking awkward questions or telling jokes – traits he later identified as ideal for his future career in presenting, and which he felt should really have been nurtured by teachers.",https://en.wikipedia.org/wiki?curid=1790121
658531,He,the Dragon School,Rupert Wyatt,https://en.wikipedia.org/wiki?curid=26021339,0,0,4,6,"He was educated at the Dragon School , Oxford and Winchester College , Winchester .","Wyatt was born and raised near Winchester in Hampshire. He was educated at the Dragon School, Oxford and Winchester College, Winchester.",https://en.wikipedia.org/wiki?curid=26021339
660494,Oswald Barrett,St George 's School,Oswald Barrett,https://en.wikipedia.org/wiki?curid=57408280,0,1,5,8,Oswald Barrett was educated at St George 's School in Ramsgate .,"Oswald Barrett was educated at St George's School in Ramsgate. His father was an authority on Oriental art, and the history of London. Before the First World War, Barrett studied at the Camden School of Art in London and began to publish work as a cartoonist. During the war, he served in the Royal West Kent regiment on the North West Frontier in India, where he made drawings of army life. He had training as a violinist, and during his time in the army he played in the regimental orchestra. After the war, he returned to study in London, at the Heatherley School of Art, and Goldsmith's College School of Art.",https://en.wikipedia.org/wiki?curid=57408280
662653,he,Cleveland Street High School,Gordon Barnier,https://en.wikipedia.org/wiki?curid=27932649,8,8,12,15,"The son of Roy and Gertrude Barnier , he was educated at Cleveland Street High School .","The son of Roy and Gertrude Barnier, he was educated at Cleveland Street High School. On 27 February 1954 he married Pamela, with whom he had seven children. He served on a number of local councils, including Blacktown Council, Prospect Council and Hawkesbury River Council, and was an executive member of the Local Government Election Association of New South Wales from 1964 to 1965.",https://en.wikipedia.org/wiki?curid=27932649
665006,He,Haberdashers ' Aske 's School,William Sutcliffe,https://en.wikipedia.org/wiki?curid=529437,0,0,4,8,"He was educated at Haberdashers ' Aske 's School and Emmanuel College , Cambridge , where he read English literature .","Sutcliffe was born in 1971, in London. He was educated at Haberdashers' Aske's School and Emmanuel College, Cambridge, where he read English literature.",https://en.wikipedia.org/wiki?curid=529437
665072,He,St John 's College,"Charles Cecil, Viscount Cranborne",https://en.wikipedia.org/wiki?curid=29552986,0,0,4,7,"He was educated at St John 's College , Cambridge .","Cranborne was the eldest son of William Cecil, 2nd Earl of Salisbury and his wife Lady Catherine Howard, a daughter of the 1st Earl of Suffolk and bore the courtesy title of Viscount Cranborne. He was educated at St John's College, Cambridge.",https://en.wikipedia.org/wiki?curid=29552986
665555,Wills,Mill Hill School,"William Wills, 1st Baron Winterstoke",https://en.wikipedia.org/wiki?curid=1003520,0,0,4,6,"Wills was educated at Mill Hill School , before joining the family tobacco business .","Wills was educated at Mill Hill School, before joining the family tobacco business.",https://en.wikipedia.org/wiki?curid=1003520
666729,Gabriel,an institution,Gabriel Bonnot de Mably,https://en.wikipedia.org/wiki?curid=1790075,0,0,7,8,Gabriel and his brothers were educated in an institution run by the Society of Jesus or Jesuits ; he enrolled in a seminary at Saint - Sulpice .,"Gabriel and his brothers were educated in an institution run by the Society of Jesus or Jesuits; he enrolled in a seminary at Saint-Sulpice. In 1742, he became a confidant of Cardinal Tencin, then Minister of State without Portfolio, for whom he carried out various diplomatic roles during the 1740 to 1748 War of the Austrian Succession. They included negotiating an alliance with Prussia in 1743 and preparing terms for the 1746 Congress of Breda, which sought to agree a separate peace with Britain. However, he fell out with Cardinal Tencin and thereafter focused on scholarly pursuits.",https://en.wikipedia.org/wiki?curid=1790075
668052,Schill,Bedales,Eleanor Schill,https://en.wikipedia.org/wiki?curid=60203304,0,0,4,4,"Schill was educated at Bedales , her time there having a profound effect on her Christian faith .","Schill was educated at Bedales, her time there having a profound effect on her Christian faith. From there she attended the Victoria University of Manchester where she studied medicine, one of the earliest female doctors to be trained there. Schill graduated MBChB in 1927, gaining her Diploma in Psychological Medicine in 1937.",https://en.wikipedia.org/wiki?curid=60203304
669727,Skinner,the Presbyterian Ladies ' College,Jillian Skinner,https://en.wikipedia.org/wiki?curid=9686661,0,0,4,8,"Skinner was educated at the Presbyterian Ladies ' College , Melbourne .","Skinner was educated at the Presbyterian Ladies' College, Melbourne. She began as a journalist working for the Melbourne Herald and later continued her career in Hong Kong, working for Radio Hong Kong and The Associated Press, Hong Kong from 1962 to 1973.",https://en.wikipedia.org/wiki?curid=9686661
676222,O'Hara,St. Andrew 's Secondary,Brendan O'Hara,https://en.wikipedia.org/wiki?curid=46642598,4,4,8,11,"Born in Glasgow , O'Hara was educated at St. Andrew 's Secondary , Carntyne , and attended Strathclyde University from where he graduated with a 2:1 in Economic History and Modern History .","Born in Glasgow, O'Hara was educated at St. Andrew's Secondary, Carntyne, and attended Strathclyde University from where he graduated with a 2:1 in Economic History and Modern History.",https://en.wikipedia.org/wiki?curid=46642598
689159,She,University College,Sheana Keane,https://en.wikipedia.org/wiki?curid=8137249,0,0,4,5,She was educated at University College Dublin and holds a master 's degree in psychology .,"She was educated at University College Dublin and holds a master's degree in psychology. She is married to Jonathan Forrest, managing director of Cybercom, and they have two children.",https://en.wikipedia.org/wiki?curid=8137249
690593,She,St Mary 's School,Katherine Garrett-Cox,https://en.wikipedia.org/wiki?curid=46212930,0,0,4,7,"She was educated at St Mary 's School , Ascot and studied History at Durham University ( St Mary 's College ) , graduating with a BA degree in 1989 .","Katherine Lucy Garrett-Cox was born in November 1967. She was educated at St Mary's School, Ascot and studied History at Durham University (St Mary's College), graduating with a BA degree in 1989.",https://en.wikipedia.org/wiki?curid=46212930
695558,Reid,the University of St Andrews,Bob Reid (businessman),https://en.wikipedia.org/wiki?curid=46213000,0,0,4,8,Reid was educated at the University of St Andrews and has a graduate degree from European Business School London .,Reid was educated at the University of St Andrews and has a graduate degree from European Business School London.,https://en.wikipedia.org/wiki?curid=46213000
699198,Bayley,The King 's School,Hagan Bayley,https://en.wikipedia.org/wiki?curid=26020269,0,0,4,7,"Bayley was educated at The King 's School , Chester , Balliol College , Oxford and Harvard University , where he was awarded a PhD in 1979 .","Bayley was educated at The King's School, Chester, Balliol College, Oxford and Harvard University, where he was awarded a PhD in 1979.",https://en.wikipedia.org/wiki?curid=26020269
699376,McKittrick,Harvard University,Thomas H. McKittrick,https://en.wikipedia.org/wiki?curid=51493871,0,0,4,5,McKittrick was educated at Harvard University and graduated in 1911 .,"McKittrick was educated at Harvard University and graduated in 1911. He joined the National City Bank in 1916, assigned to assist in opening a branch of the bank in Geneva, Switzerland. He served in the American Expeditionary Force during World War I. In the interwar years he was a banker with Lee, Higginson & Co.",https://en.wikipedia.org/wiki?curid=51493871
700106,She,Laggan National School,Sorcha MacMahon,https://en.wikipedia.org/wiki?curid=49887882,0,0,4,6,She was educated in Laggan National School and St Louis School in Monaghan .,"She was born Sarah Teresa MacMahon to James and Sarah MacMahon of Coas, County Monaghan in 1888. She was one of four boys and three girls. She used the Irish form of her name, Sorcha. Irish was the family's first language. She was educated in Laggan National School and St Louis School in Monaghan. After school she went to Dublin and took a commercial course. She then worked as a bookkeeper for Taggart's Garage.",https://en.wikipedia.org/wiki?curid=49887882
706372,He,Eton,"John Trollope, 1st Baron Kesteven",https://en.wikipedia.org/wiki?curid=3456757,0,0,4,4,"He was educated at Eton and later served with the 10th Hussars , achieving the rank of captain .","Trollope was the son of Sir John Trollope, 6th Baronet, and Anne, daughter of Henry Thorold. He was the elder brother of General Sir Charles Trollope and the Right Reverend Edward Trollope and the second cousin of the novelist Anthony Trollope. He was educated at Eton and later served with the 10th Hussars, achieving the rank of captain.",https://en.wikipedia.org/wiki?curid=3456757
706531,he,Clare College,Thomas Bonney (priest),https://en.wikipedia.org/wiki?curid=53657792,15,15,19,20,"The son of Henry Kaye Bonney , Archdeacon of Bedford from 1821 to 1845 , he was educated at Clare College , Cambridge .","The son of Henry Kaye Bonney, Archdeacon of Bedford from 1821 to 1845, he was educated at Clare College, Cambridge. He was ordained in 1807. He held incumbencies at Coningsby and Normanton.",https://en.wikipedia.org/wiki?curid=53657792
708972,Leach,Otago Girls ' High School,Helen Leach,https://en.wikipedia.org/wiki?curid=49886258,12,12,16,20,"After moving with her family to Dunedin in the early 1950s , Leach was educated at Otago Girls ' High School .","After moving with her family to Dunedin in the early 1950s, Leach was educated at Otago Girls' High School. She went on to study at the University of Otago, from where she graduated Master of Arts.",https://en.wikipedia.org/wiki?curid=49886258
711182,He,Anderson 's Gymnasium,James Sime,https://en.wikipedia.org/wiki?curid=52930100,0,0,4,6,"He was educated at Anderson 's Gymnasium , Aberdeen , leaving in 1859 for Edinburgh University , where he graduated M.A. in 1867 .","James Sime of Airdrie, and then of Wick, Caithness and Thurso, and his wife Jane Anderson of Glasgow (died 1889). He was educated at Anderson's Gymnasium, Aberdeen, leaving in 1859 for Edinburgh University, where he graduated M.A. in 1867. In 1866, rather than entering the ministry, he went to Germany, and studied German literature and philosophy, first at Heidelberg University, and then at Berlin University.",https://en.wikipedia.org/wiki?curid=52930100
711818,He,Eton College,John Pace,https://en.wikipedia.org/wiki?curid=46212924,0,0,4,5,"He was educated at Eton College , and in 1539 was elected a scholar of King 's College , Cambridge .","Pace was probably a nephew of English diplomat Richard Pace. He was educated at Eton College, and in 1539 was elected a scholar of King's College, Cambridge. He apparently left the university before he finished his studies, although he was popularly credited with being a master of arts.",https://en.wikipedia.org/wiki?curid=46212924
713936,Barton,prosperous estates,Richard John Barton,https://en.wikipedia.org/wiki?curid=53656925,4,4,1,2,"With prosperous estates , Barton was educated at the Wanganui Collegiate School , a colonial boarding school established by Sir George Grey .","With prosperous estates, Barton was educated at the Wanganui Collegiate School, a colonial boarding school established by Sir George Grey. Barton was educated here during the tenure of Walter Empson, an Oxford Alumni who became Headmaster.",https://en.wikipedia.org/wiki?curid=53656925
713936,Barton,the Wanganui Collegiate School,Richard John Barton,https://en.wikipedia.org/wiki?curid=53656925,4,4,8,11,"With prosperous estates , Barton was educated at the Wanganui Collegiate School , a colonial boarding school established by Sir George Grey .","With prosperous estates, Barton was educated at the Wanganui Collegiate School, a colonial boarding school established by Sir George Grey. Barton was educated here during the tenure of Walter Empson, an Oxford Alumni who became Headmaster.",https://en.wikipedia.org/wiki?curid=53656925
713937,Barton,the tenure of Walter Empson,Richard John Barton,https://en.wikipedia.org/wiki?curid=53656925,0,0,5,9,"Barton was educated here during the tenure of Walter Empson , an Oxford Alumni who became Headmaster .","With prosperous estates, Barton was educated at the Wanganui Collegiate School, a colonial boarding school established by Sir George Grey. Barton was educated here during the tenure of Walter Empson, an Oxford Alumni who became Headmaster.",https://en.wikipedia.org/wiki?curid=53656925
718799,Evans,Gonville and Caius College,David Evans (bishop),https://en.wikipedia.org/wiki?curid=49886186,0,0,4,7,"Evans was educated at Gonville and Caius College , Cambridge and ordained in 1966 .","Evans was educated at Gonville and Caius College, Cambridge and ordained in 1966. His first post was a curacy at Christ Church, Cockfosters. In 1968 he became a missionary pastor with the Argentine Inter-Varsity Christian Fellowship, serving until 1977. He was the Chaplain of the Good Shepherd Church in Lima then Bishop of Peru.",https://en.wikipedia.org/wiki?curid=49886186
720059,He,Edinburgh Academy,William Haldane,https://en.wikipedia.org/wiki?curid=5411472,0,0,4,5,He was educated at Edinburgh Academy and the University of Edinburgh .,He was educated at Edinburgh Academy and the University of Edinburgh.,https://en.wikipedia.org/wiki?curid=5411472
720112,All Aboriginal people,the western system,Wangkatha,https://en.wikipedia.org/wiki?curid=11742960,0,2,12,14,All Aboriginal people who were placed in Mount Margaret were educated by the western system and learnt about Christianity .,"Therefore, white missionaries from New South Wales disembarked to Western Australia to establish an area that is now known as the Mount Margaret Aboriginal Community. Many of the Aboriginal people who are of the Wongutha/Wangkatha language were part of Mount Margaret. All Aboriginal people who were placed in Mount Margaret were educated by the western system and learnt about Christianity. There came other neighbouring language/tribal groups who spoke similar languages and shared Tjurkurrpa, such as the Pitjitjintjarra and the Ngaanyantjarra. Other foreign language groups with different languages and customs also were placed at Mount Margaret Mission which included Ngadju, Tjupan and Mirning.",https://en.wikipedia.org/wiki?curid=11742960
728273,She,Guilford High School,Meredith Miller,https://en.wikipedia.org/wiki?curid=46214783,0,0,4,6,"She was educated at Guilford High School , where she graduated in 1992 , and went on to attend the University of Wisconsin – Madison and San Francisco State University , where she earned a B.S. and an M.A. in kinesiology in 1996 and 2002 respectively .","Meredith Miller (born 26 December 1973) is a Cyclo cross and road cyclist from United States. She was educated at Guilford High School, where she graduated in 1992, and went on to attend the University of Wisconsin–Madison and San Francisco State University, where she earned a B.S. and an M.A. in kinesiology in 1996 and 2002 respectively. Miller competed in track athletics in high school and soccer in both high school and college. After graduating from college she played semi-professional soccer for a team in Madison for one season before the team disbanded, following which she was introduced to cycling by her then boyfriend. She represented her nation at the 2009 UCI Road World Championships and in cyclo cross at the 2010, 2011, 2012 and 2013 UCI Cyclo-cross World Championships.",https://en.wikipedia.org/wiki?curid=46214783
728273,She,Madison,Meredith Miller,https://en.wikipedia.org/wiki?curid=46214783,0,0,24,24,"She was educated at Guilford High School , where she graduated in 1992 , and went on to attend the University of Wisconsin – Madison and San Francisco State University , where she earned a B.S. and an M.A. in kinesiology in 1996 and 2002 respectively .","Meredith Miller (born 26 December 1973) is a Cyclo cross and road cyclist from United States. She was educated at Guilford High School, where she graduated in 1992, and went on to attend the University of Wisconsin–Madison and San Francisco State University, where she earned a B.S. and an M.A. in kinesiology in 1996 and 2002 respectively. Miller competed in track athletics in high school and soccer in both high school and college. After graduating from college she played semi-professional soccer for a team in Madison for one season before the team disbanded, following which she was introduced to cycling by her then boyfriend. She represented her nation at the 2009 UCI Road World Championships and in cyclo cross at the 2010, 2011, 2012 and 2013 UCI Cyclo-cross World Championships.",https://en.wikipedia.org/wiki?curid=46214783
728631,He,Cheltenham College,Frederick Bullock (police officer),https://en.wikipedia.org/wiki?curid=53658129,0,0,4,5,He was educated at Cheltenham College and passed for the Indian Civil Service in 1868 .,"Bullock was born in British India, the son of Thomas Henry Bullock, Deputy Commissioner of Berar. Sir George Bullock was his younger brother. He was educated at Cheltenham College and passed for the Indian Civil Service in 1868. He arrived in India in 1870 and served in the North-Western Provinces as judge and collector until 1892, when he was made Judicial Commissioner of Berar. He was then Commissioner of the Hyderabad assigned districts from 1895 until he retired from the Indian Civil Service in 1899. He was made a Companion of the Order of the Indian Empire in the 1897 Diamond Jubilee Honours.",https://en.wikipedia.org/wiki?curid=53658129
