sentence_id,תיאור,title,sentence_text,query number
968868,עקבית,m04001110,"דבר של הוא אלו מאששים את גרסה של היא ה עקבית של ה מתלוננת אשר סיפרה כי ב מהלך ה אירוע , אחד מ ארבעת ה נערים היה פסיבי ו עמד ב ה צד .",5.0
969278,מהימנה,m04001110,"גרסה של היא ה מהימנה של ה מתלוננת נתמכת ב ראיות נוספות למכביר , ה מחזקות ו מאששות את דבר של היא ב הודעה של היא בפני חוקרת ה ילדים ו ב עדות של היא ב בית ה משפט .",5.0
1006592,ראשונות,ME-10-04-40505-5,"כך , למשל , ב עדות של הם של מתלוננים ב ה עבירות מין , בניגוד ל עניין של הם של מתלוננים ב ה עבירות רגילות , בית ה משפט אינו מייחס משקל יתר ל גרסאות ה ראשונות של ה מתלונן ב ה משטרה ו מודע ל כך ש ה גרסאות ה ראשונות של קורבנות עבירה מ סוג זה , בשל מהות ה עבירה ו אופייה הן לעיתים לקוניות , חושפות טפח ו מסתירות טפחיים .",5.0
1013559,ראשונות,s00001992-109,"אף תוספת שני פרטים אלה אינם יורדים ל שורש ה עניין , שכן ה נשיקה ב צוואר מתיישבת גם עם ה גירסאות ה ראשונות של ה מתלוננת ( ו שיכות ב איזור ה פנים ) , ו לגבי ה ארון - אין מחלוקת ש אכן היה במקום ארון ברזל .",5.0
1013574,אותנטי,s00001992-109,"תיאור ה אירוע עצמו ע""י ה מתלוננת היה אותנטי ביותר , ו עדותה של ה מתלוננת לוותה ב בכי ו ב כאב .",5.0
1016149,יחידה,m07004058,"מטבע של הם , מעשים כ מיוחס ל ה נאשם ב כתב ה אישום , נעשים ב דלת אמות ו לא אחת ניצבת עדות של היא ה יחידה של ה מתלוננת למול עדות ה נאשם , ו כך גם ב מקרה דנן הן .",5.0
1016243,יחידה,m07004058,"ב מקרה דנן הן , ב פנין של הוא עדות של היא ה יחידה של ה מתלוננת ו מעשים אשר בוצעו , על פי ה נטען , כ שנה - שנתיים לפני הגשת תלונה של היא , ב פרקי זמן שונים .",5.0
1016253,יחידה,m07004058,"מן ה אמור ל עיל עולה , כי חובת ה הנמקה החליפה את דרישת "" ה סיוע "" ש נדרשה ב ה עבר כ תוספת ראייתית ל עדות קורבן עבירת מין ל צורך הרשעת נאשם , כ דברי כב' ה שופטת ט. שטרסברג - כהן בע""פ 993 / 00 : "" מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
1016592,שונות,m07004058,"עוד ב ה הקשר ל "" אירוע ה סלון "" מובאות גרסאות שונות מ פי ה מתלוננת ב נוגע ל תנוחה של היא ב עת ביצוע ה מעשים .",5.0
1017152,יחידה,m07004058,"ב נסיבות ה עניין , אין זה בטוח כלל להשתית את הרשעת ה נאשם על בסיס עדות של היא ה יחידה של ה מתלוננת , כאשר ב פנין של הוא סתירות ו תמיהות רבות אשר יש ב הן כדי להחליש ב מידה משמעותית את ה אמון ש יש ליתן ל גירסה של היא ( ראה : ( 5 ) 278 ב עמקצ283 ) .",5.0
1027654,מהימנה,s06002525-311,"הנה כי כן , ניצבות ב פנין של הוא שתי גרסאות : ה אחת - גרסה של היא ה מהימנה ו הבלתי מקועקעת של ה מתלוננת , ש היא נטולת מניע , ו ה שניה - גרסה של הוא ה בלתי מהימנה בעליל של ה נאשם , ש ב נקודה מסוימת , מחזק ב דבר של הוא את גרסת ה מתלוננת .",5.0
1029348,יחידה,SH-11-01-28175-483,"ב ענייננו נראה ל אני ש לא היה זה בטוח להשתית את הרשעת ה מערער על עדות של היא ה יחידה של ה מתלוננת , ה לוקה , כאמור ב סתירות ו ב תמיהות "" .",5.0
1029408,יחידה,SH-11-01-28175-483,"ב מצב דברים זה , לאחר ש התגלו קשיים ב עדות ה מתלוננת כ מפורט ל עיל , ו נוכח ה עובדה ש ב פני עדות יחידה של מתלוננת ב עבירת מין , החלטתי לזכות את ה נאשם מחמת ה ספק מ ה עבירה ה מיוחסת ל הוא .",5.0
1030717,אמינה,k020299p,"עדות של היא של ה מתלוננת הייתה אמינה , כנה , טבעית - מדי פעם פרצה ה מתלוננת ב בכי ו לעיתים הגיבה ב כעס - ו נתתי ב היא אמון מלא .",5.0
1036899,מהימנה,ME-11-08-19586-11,ה מאשימה טענה כי עדות של היא ה מהימנה של ה מתלוננת מקבלת חיזוקים ב עדויות של עדים נוספים ש ראו את תגובה של היא מיד לאחר ה אירוע ( עדות ה בעל ; עדות ה עובדת ה סוציאלית ב בית ה חולים ; עדויות עובדי בית ה מלון ; ו עדויות אנשי ה משטרה ) .,5.0
1036926,עקבית,ME-11-08-19586-11,"ה מאשימה טענה כי אל מול גרסה של היא ה עקבית ו ה מהימנה של ה מתלוננת , ה נתמכת ב עדויות רבות נוספות , לרבות עדויות מומחים , אנשי מקצוע ו אנשי משטרה , עומדת גרסה של הוא של ה נאשם לבדה .",5.0
1036940,מהימנה,ME-11-08-19586-11,"על שום כל אלה , טענה ה מאשימה , מן ה דין ש בית ה משפט יאמץ את גרסה של היא ה מהימנה של ה מתלוננת ו ירשיע את ה נאשם ב ה מעשים ה מיוחסים ל הוא ב כתב ה אישום .",5.0
1037031,יחידה,ME-11-08-19586-11,"ל ה מותר לציין , על כן , את חובת ה זהירות ה מוטלת על שכם של הוא של ה שופט שעה ש הוא ניצב בפני מצב של "" גרסה מול גרסה "" , היינו , עדות יחידה של מתלוננת אל מול כפירת ה נאשם : ראובן ידען נ' מדינת ישראל ( פורסם ב נב של הוא , ניתן ב יום 26.7.12 , פיסקה 22 ) ; ליאור שרון נ' מדינת ישראל ( פורסם ב נב של הוא , ניתן ב יום 10.8.11 ) ) .",5.0
1050561,מהימנה,ME-09-10-17649-1,"ל ה מול עדות של היא ה מהימנה של ה מתלוננת עומדות גרסא של הם של 4 ה נאשמים ש אף לא אחת מן הן נמצאת אמינה ו מ הימנה , ב אופן ש יהיה ב הוא כדי לשלול , מיניה ו ביה , את גרסת ה מתלוננת , כ ה עולה מ סקירת גרסא של הם ב ה משטרה ו ב ביהמ""ש .",5.0
1051026,איתנה,ME-09-10-17649-1,"עדות של הוא ב עניין זה , ש היא רצופה סתירות ו פרכות צריכה להדחות מפני עדות של היא ה איתנה של ה מתלוננת ב עניינו , ש על יסוד של היא יש לקבוע כי ה נאשם 1 הגיע ל ה מקום מייד לאחר ה נאשמים 2 ו - 4 , ש אחז ב יד של היא ו סייע ל השכיבה על ה ספה ו כי נוכח ו צפה ב ה מעשה ה מיני .",5.0
1053576,אמינה,SH-09-2064-831,עדות של היא של ה מתלוננת נטיה ל לצאשווילי הייתה אמינה מאד .,5.0
1056074,יחידה,ME-08-09-6759-2,"כפי ש יובהר להלן , ב סוף של הוא של יום מדובר ב עדות יחידה של ה מתלונן כנגד הכחשה של הוא ה כוללת של ה נאשם .",5.0
1056360,יחידה,ME-08-09-6759-2,"ב סוף של הוא של יום , מדובר ב עדות יחידה של ה מתלונן .",5.0
1057502,ישירה,ME-08-09-6759-2,"אמנם , ד""ר כץ , ב הגינות של הוא ו ב מקצועיות של הוא , אמר ש הוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר ה מצב ה פסיכוטי , ב הוא נמצא ה מתלונן כש אושפז , את אמינות ה מידע ש מסר ה מתלונן ל ה גבח ספיבק ו לאחר מ כן ל חוקרים ו ל ביהמ""ש , אך ב כל ה כבוד , קביעת אמינות של הוא של ה מידע מסורה ל ביהמ""ש , גם כאשר מדובר ב עדות ישירה יחידה כמו של ה מתלונן ש ב פנין של הוא .",5.0
1057965,ברורה,ME-11-12-44281-312,"בחנתי טענה זו ו מצאתי ש יש ל דחות של היא , זאת ב ה שים לב ל עדות של היא ה ברורה של ה מתלוננת ב היא נתתי אמון מלא , כי הרגישה ב וודאות חדירה ; כי הייתה מרגישה זאת גם ב מהלך שינה ( פרו' מ יום 30.4.2012 , עמ' 72 , ש' 19 - 26 ) ; ב ה שים ל ב ל עדויות עדי ה ראייה , ה תומכות ב עדות ה מתלוננת ; ו ב ה שים ל ב ל דברי ה נאשם עצמו ב חקירה של הוא ב ה משטרה .",5.0
1064426,יחידה,m07004039,"מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
1064443,סותרות,m07004039,"ב תיק ש ב פנין של הוא , כמו ב מרבית תיקי עבירות ה מין , מצויות ב פנין של הוא גרסאות סותרות , של ה מתלוננות מחד ו של ה נאשם מאידך .",5.0
1064479,יחידה,m07004039,"ב ענייננו נראה ל אני ש לא היה זה בטוח להשתית את הרשעת ה מערער על עדות של היא ה יחידה של ה מתלוננת , ה לוקה כאמור , ב סתירות ו ב תמיהות .",5.0
1069436,מבולבלת,s001440,ניתנת ה אמת להיאמר - גירסה של היא של ה מתלוננת ב ענין זה היא מבולבלת ו לא אחידה .,5.0
1076097,זהה,ME-09-07-11909-33,"ה ורי ה נאשם תיארו מערכת יחסים ה דוקה ו טובה עם ה מתלוננת ו אהבה גדולה כלפי היא , תיאור ש אינו מתיישב עם נוהג של היא של ה מתלוננת - על פי עדות ה אם ה מתפתחת ו ה נאשם - לירוק על ה אם , ו בוודאי אינו עולה ב קנה אחד עם תיאור של הם ה זהה של ה נאשם ו ה מתלוננת ב דבר יחסים עכורים ו מתוחים בין ה צדדים .",5.0
1080893,אפשרית,s002412,עוד טוען ה נאשם כי גירסה של היא של ה מתלוננת היא בלתי אפשרית מאחר ו הוא אינו מכסה את בת של הוא אלא איש של הוא .,5.0
1081026,יחידה,s002412,גם אילו לא היו ראיות סיוע אלה בפני הייתי מסתפקת ב עדות של היא ה יחידה של ה מתלוננת ו קובעת את אחריות של הוא של ה נאשם .,5.0
1081182,אמינה,s002412,ב עדות של היא ה אמינה ו ה עקבית של ה מתלוננת ו נתמכה ב עדות של הוא של ה נאשם עצמו כפי ש פרטתי לעיל .,5.0
1081213,מחזקת,s002412,"גירסת ה תביעה לגבי אירוע זה מבוססת על עדות של היא של ה מתלוננת , ה נתמכת ב עדות של היא של חברה של היא מ' ש היתה עדה ל אירוע , ו עדות מחזקת נוספת ( ב נושא צדדי ) של אם של היא ( ע.ת. מס' 4 ) .",5.0
1081560,שונות,s002412,"ה מסקנה אל היא הגעתי , מבוססת על עדות של הן של ה מתלוננת ו אמה , גרסאה של הוא ה שונות של ה נאשם ו ה גרסאות ה שונות של עדי ה הגנה .",5.0
1085185,קוטביות,s03001203-186,"ענין ל אנחנו ב ה עבירות מין , כאשר מ עצם טיב של הן ו ייחוד של הן מתבצעות ב דרך כלל ב צנעה , רחוק מן ה עין ב נוכחות ה עבריין ו קורבנו בלבד , ו על כן כל מה ש יש בפני בית ה משפט הן עדויות קוטביות של ה מתלוננת ו ה נאשם .",5.0
1096831,בהירה,s04001906-255,עדות של היא של ה מתלוננת היתה בהירה ו סדורה ו עשתה רושם אמין על בית ה משפט .,5.0
1118191,יחידה,SH-09-11-13880-22,"סוף דבר - לאחר ש בית ה משפט הזהיר את עצמו ש לפני הוא עדות של היא ה יחידה של ה מתלוננת , על סמך תוכנה ה מידתי של ה תלונה ו אותות ה אמת ש ב היא , ה תמיכה ש תומכים ב היא עדויות ה אם ו ה שוטר , מתבססת מסקנה ש יש לקבל עדות ה מתלוננת ב מלוא של היא ו להעדיפה על גרסה של הוא ה מתכחשת של ה נאשם , ש נדחתה מ חוסר אימון .",5.0
1125559,כנה,m001062,"עדות של היא ה כנה של ה מתלוננת פ. ח. ראויה אף היא ל אמון של הוא של ב יהמ""ש .",5.0
1128547,יחידה,M-NH-2-003-L,"ב הנימוקים ש הניעו את בית - ה משפט להסתפק ב עדות של היא ה יחידה של ה מתלוננת ב התאם ל ה פח נוסח היא חדש ] , ה תשל""א - 1971 [ 14 ] , כפי ש הוסף ב סה""ח 1057 מ יום 4.8. 1982 : ב ""( ב ) הרשיע בית - משפט על עבירה לפי סימן ה' ב פרק י' ל , ה תשל""ז - 1977 , עפ""י עדות יחידה של ה נפגע , יפרט ב הכרעת ה דין מה הניע את הוא להסתפק ב עדות זו "" .",5.0
1128549,יחידה,M-NH-2-003-L,"מאחר ו החלטה של אני להרשיע את ה נאשם ב ה עבירות ה מיוחסות ל הוא ב כתב ה אישום , ו זאת על סמך עדות של היא ה יחידה של ה מתלוננת , ה עומדת ב סתירה ל עדות של הוא של ה נאשם , להלן נימוק של אני מדוע החלטתי לעשות כן .",5.0
1132805,יחידה,ME-10-02-21084-807,"ה סנגורית , לעומתה , הצביעה על חולשת מערך ראיות ה תביעה , ה נשען כל כולו הוא על עדות של היא ה יחידה של ה מתלוננת , להוות בסיס ל הרשעת ה נאשם .",5.0
1133075,יחידה,ME-10-02-21084-807,"כיום , בטלה דרישת ה "" סיוע "" ו ניתן להרשיע נאשם ב עבירת מין על פי עדות של היא ה יחידה של ה מתלוננת , ו בלבד , ש בית ה משפט ינמק ב הכרעת ה דין מדוע החליט להרשיע את ה נאשם על סמך עדות זו .",5.0
1143990,מתחמקת,s00006418-192,"ב""כ ה נאשם ביקש לדחות את גירסה של היא ה מתחמקת ו ה תמוהה של ה מתלוננת , כ דבר של הוא .",5.0
1144067,חלשה,s00006418-192,"מצאתי כי עדות של היא של ה מתלוננת ( ה עדות ה עיקרית ) הינה "" חלשה "" ביותר , ו לא מצאתי ב ה חומר ה ראיות כל ה נמקה "" ממשית "" ש תתמוך ב דבר של היא ו מכאן ש אני מזכה את ה נאשם מ עבירת ה מעשה ה מגונה מחמת ה ספק .",5.0
1149002,יחידה,ME-12-11-37527-22,"מסכם זאת בית ה משפט ה עליון ב ( 6 ) 205 , 216 ( 2002 ) כדלקמן : "" מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
1156895,קוטביות,s04008515-261,"ב שני ה מקרים עניין ל אנחנו ב ה עבירות מין , עבירות אשר מ עצם טיב של הן ו ייחוד של הן מתבצעות , ב דרך כלל , ב צנעה , רחוק מ ה עין , ב נוכחות ה עבריין ו קורבנו בלבד ו על כן , כל מה ש יש בפני בית משפט הן עדויות קוטביות של ה מתלוננת כנגד ה נאשם .",5.0
1159489,סותרות,ME-12-01-40609-11,"ב פגישה ה שנייה , ב היא נכח , הציע , לנוכח ה גרסאות ה סותרות בין ה מתלוננת לבין ה נאשם - לפנות ל בירור מקצועי .",5.0
1164784,כולה היא,s04001605-114,"לא רק ש ה עדות אינה תומכת ב עדות של היא של ה מתלוננת , לא ב פרטי ה פרטים ו לא ב גירסה כולה היא , אלא ש העדה אינה מתוחכמת דה של היא כדי להסוות את ש קריה היא .",5.0
1186009,מהימנה,m04001134,"כאמור , עדות של היא של ה מתלוננת ר. ג. היתה מהימנה ו סדורה .",5.0
1199064,יחידה,ME-10-02-20190-1,"אולם כיום , בטלה דרישת ה "" סיוע "" ו ניתן להרשיע נאשם ב עבירת מין על פי עדות של היא ה יחידה של ה מתלוננת ו בלבד ש ינמק ה שופט ב הכרעת ה דין מדוע החליט להרשיע את ה נאשם על סמך עדות יחידה .",5.0
1201324,קוטביות,s005064,"ב מקרה דנן הן עניין ל אנחנו ב ה עבירות מין , עבירות ש מ עצם טיבן ו ייחוד של הן מתבצעות ב דרך כלל ב צנעה , רחוק מ ה עין , ב נוכחות ה עבריין ו קורבנו בלבד ו על כן , כל מה ש יש בפני בית ה משפט הן עדויות קוטביות של ה מתלונן כנגד ה נאשם ( ראה מסילתי נ' מ""י , דינים עליון , כרך ט , פסקה 4 ו גנדור נ' מ""י , דינים עליון , כרך ט , פסקה 5 ) .",5.0
1201446,ראשונה,s005064,"דברים אלה מתיישבים עם גרסה של היא ה ראשונה של ה מתלוננת ו אינם נסתרים על ידי אלמונית ( שם , עמ' 30 ש' 10 - 11 ו עמאצ44 ש' 4 ) .",5.0
1212193,פרטיקולרית,s98001190-19,"מובן ש לדיון ב "" שאלות חתך "" מקום רק ב שלב שני , לאחר דיון ראשוני ב גרסה ה פרטיקולרית של כל מתלוננת .",5.0
1215664,יחידה,m995137,"ו כש אני נדרש להכריע בין גרסת ה מתלוננת ל גרסת ה נאשם ( ש אין ב לתן , ל ענין ה אישום ה שני ) , ו לפרט ב הכרעת ה דין מה הניע את אני להסתפק ב עדות של היא ה יחידה של ה מתלוננת , ל צורך הרשעה - כפי הוראות ל - אינני רואה כיצד אוכל לעשות כן .",5.0
1219605,ספונטאנית,m07008007-405,"יוער , כי עדות של הוא של מתלונן 5 , חרף מוגבלות של הוא ו אפשר ש אף ב ה עטיה , הייתה ספונטאנית , נטולת תחכום או רצון להרשים , ו ניכר כי נמסרה ב כנות ו מבלי כוונות להסוות עובדות כלשהן .",5.0
1219609,גולמית,m07008007-405,"ב ערב של הוא של יום מצאנו , אפוא , ליתן אמון מלא ב גרסה של הוא ה גולמית של מתלונן 5 , כי ה נאשם אילצו לבצע ב הוא מין אוראלי ו בתוך כך נגע ב פי ה טבעת של הוא , ו זאת ב מסגרת שני אירועים מובחנים , כש אחת ה פעמים הייתה ב תוככי ה מסגד , ל שם אף הוביל את חוקרי ה משטרה .",5.0
1232086,חיצוני,m04000962-354,"בנוסף , ו כבר צויין , תיאור של הוא ה חיצוני של ה נאשם כפי ש בא ל ידי ביטוי בת / 18 , מ פי ה מתלוננת ו לפי הוא ה מדובר ב תוקף - "" ב גובה ממוצע בינוני , בריא , אין ל הוא הרבה שערות , פנים עגולות , אני חושבת , הוא כ בן 35 "" ( ת / 18 , עמ' 2 ש' 4 - 2 ) .",5.0
1234865,יחידה,SH-11-04-25817-739,"ככלל , אין מניעה ש הרשעה ב עבירת מין תושתת על סמך עדות יחידה של מתלוננת , כאשר עדות זו נמצאה עדות משכנעת , אמינה , ו ניתן לתת ל היא את מלוא ה משקל ה ראייתי .",5.0
1243652,עקבית,ME-08-1005-44,"מ נגד - גרסה של היא ה עקבית של ה מתלוננת ב הודעה של היא ב ה משטרה כמו גם ב עדות של היא ב בית ה משפט היא , כי מעשה ה בעילה בוצע שלא ב הסכמה של היא ה חופשית , התאפיין ב "" קיפאון "" מ צידה ו ב אגרסיביות ו ב החזקה כוחנית מצד ה נאשם .",5.0
1270967,אמינה,M-NoPub-ZB-5-282-L,"עדות של היא של ה מתלוננת , ש הייתה ה נדבך ה מרכזי ב ה תשתית זו , הייתה אמינה ו שיקפה את ה מציאות כפי ש התרחשה .",5.0
1273192,יחידה,m03000984,"ה חיזוקים ל עדות ה מתלוננת ניתן להרשיע את ה נאשם על סמך עדות של היא ה יחידה של ה מתלוננת כיון ש אני מאמין לגרסה של היא , אין ב היא פרכות , אין ב ה הטסתירות ו היא אמינה בעוד עדות של הוא של ה נאשם בלתי אמינה ו אינני מאמין ל טענה של הוא ש ה מתלוננת נבעלה ל הוא מ רצון של היא .",5.0
1308201,מהימנים על אנחנו,m05001149,"ו כבר הסברתי לעיל , ש דווקא עדות של היא של ה קטינה בפני חוקרת ה ילדים , ו הערכת מ הימנות של היא על ידי חוקרת זו , הם ה מהימנים על אנחנו .",5.0
1308265,מהימנה,m05001149,"הארכתי ב ה דברים ה נ""ל , מתוך מטרה לבחון , אם קם בסיס מוצק דה של הוא , ב ענייננו , ל התקיה של היא של ה תוספת ה ראייתית , מ סוג סיוע , אשר רק ב הצטרפות של הוא ל עדות של היא ה מהימנה של ה קטינה , תעמיד בסיס ל הרשעת ה נאשם ב ביצוע ה מעשים ה מיוחסים ל הוא .",5.0
1308340,מהימנה,m05001149,"מ כאן ש ב רמה ה עקרונית , אין לשלול את ה אפשרות כי כאשר ניצבות לפני אנחנו שתי עדויות של קטינות מתלוננות , ש נגבו בפני חוקר נוער , תהווה עדות של היא של ה אחת סיוע ל שניה , ו להיפך "" עוד , ב המשך : "" אין סיבה שלא לראות ב מקרה דנן הן , עדות אחת ( מהימנה ) של ילדה , על מה ש ביצע ב היא ה משיב , ראיה נסיבתית ה מסייעת ל עדות ה אחרת .",5.0
1318795,שונות,SH-11-05-33811-130,"דבר של היא ה אמינים של ה מתלוננת , התנהגות של הוא ה מוזרה של ה נאשם מיד עם מעצר של הוא ו ה גרסאות ה שונות ו ה מאוחרות של הוא , מצביעות על כך כי הוא ה אדם ש אחז ב חזה של ה מתלוננת .",5.0
1326961,אחרונה,M-NoPub-ZB-8-238-L,"נשיכת איבר - ה מין כאמור , גרסה של היא ה אחרונה של ה מתלוננת ב עניין זה היתה , כי היא ניסתה ו לא הצליחה לנשוך את איבר מן הוא של ה נאשם .",5.0
1326995,ארוכה,M-NoPub-ZB-8-238-L,"24צפיתי בעיון ב עדות של היא ה ארוכה של ה מתלוננת כפי ש הוקלטה ב מערכת הוידאו את הוא של בית ה משפט , ו צר ל אני לומר , כי אין זו ה עדה ש יכולה לשכנע את אני מעבר ל כל ספק , ב אמיתות סיפור של היא ו ב כנות דבר של היא .",5.0
1327066,אמינה,M-NoPub-ZB-8-238-L,"אולם ב ה אלה לבדם , אין כדי להביא ל הרשעה של הוא של אדם ב פלילים , ו אין ל הם משקל עצמאי אלא כש הם מתווספים ל עדות אמינה של מתלוננת ל גוף ה עניין .",5.0
1327139,יחידה,M-NoPub-ZB-8-238-L,"3 7על - פי כל ה מפורט ו ה מבואר לעיל , ברור מדוע לא אוכל לפרט מה הניע את אני להסתפק ב עדות של היא ה יחידה של ה מתלוננת , גם אם יש ל היא חיזוק כ ה זה או אחר ( בעיקר ה מצב ה נפשי ו ה תלונה ה מיידית ) .",5.0
1331264,יחידה,ME-13-10-49708-44,"ב מקרה ד כאן נוסף ל התרשמותי ה חיובית מעדות של היא של ה מתלוננת אשר היה ניתן לבסס את ממצא של אנחנו אף על סמך עדות של היא גם אם היה מדובר ב עדות יחידה ש לא נמצא ל היא סיוע , הרי ב ענייננו גרסה של היא ה מפלילה של ה מתלוננת מתחזקת ו מסתייעת ב ראיות נוספות כ מפורט ל הלן : א .",5.0
1331924,משכנעת,ME-13-10-49708-44,"ה שופט נ. זלוצ'ובר - אב""ד : הגם שער אני ל כל ה טענות ש הועלו נגד ה מתלוננת ו עדותה , כ חברתי , כב' ה שופטת יעל רז - לוי , אף אני נותן אמון מלא ב עדות של היא ה משכנעת של ה מתלוננת ו סבור ש יש ל היא חיזוקים ל ה רוב .",5.0
1335510,פגומה,ME-17-09-14743-33,"ל שיטת ה הגנה , עדות של היא "" ה פגומה "" של ה מתלוננת ב נוגע ל תדירות ה מעשים , משליכה על כל עדות של היא ו יש ל דחות של היא כ בלתי אמינה .",5.0
1335555,יחידה,ME-17-09-14743-33,"ב התאם ל הוראת ל [ נוסח חדש ] ה תשל""א - 1971 , ניתן לבסס הרשעה על עדות יחידה של מתלונן ב עבירת מין אך על בית ה משפט לנמק את טעם של הוא ל כך .",5.0
1335955,"תרשמותי , עדות של היא של ה מתלוננת הייתה אמינה",ME-17-09-14743-33,"גם לפי ה תרשמותי , עדות של היא של ה מתלוננת הייתה אמינה מאוד .",5.0
1341559,מוקלטת,m06003045,"חוקר ה ילדים ב חוות דעה של הוא ו ב עדות של הוא ב ביהמ""ש , ביסס את מסקנה של הוא תוך הפנייה ל דוגמאות מ עדות של הוא ה מוקלטת ו ה מתורגמת של ה מתלונן ( ת / 2 ) .",5.0
1342114,מהימנה,m06003045,"ה עובדות ש נטענו ב כתב ה אישום , הוכחו באמצעות עדות של הוא ה מהימנה של ה מתלונן , ה נתמכת ב מידת מה ב הודעה של הוא של ה נאשם ב ה משטרה .",5.0
1342289,יחידה,m06003045,"כל אלו , בגדר סתירות , פרכות ו תמיהות קטנות כש ל עצמן , אך ב מצטבר , ו על רקע ה דברים על הם עמדנו לעיל , מביאים ל ה מסקנה ש אין לסמוך הרשעה של הוא של ה נאשם על סמך עדות של הוא ה יחידה של ה מתלונן .",5.0
1353529,חזקה,ME-12-06-50756-499,"אולם , נוכח ה תמיהות ב עדות של הוא , אין ב עדות ה נאשם משקל מספיק כדי לעורר ספק סביר מול עדות של היא ה חזקה ו ה מחוזקת של ה מתלוננת .",5.0
1355161,יחידה,s00008923-298,קושי נוסף ב הכרעת ה דין הוא כי כאמור לפני אנחנו עדות יחידה של ה מתלוננת ש על סמכה מבקשת ה תביעה ה כללית לבסס הרשעה ב פלילים .,5.0
1362949,ברורה,ME-12-03-25945-22,"לפי ל , ל עדות של היא ה אמינה ו ה ברורה של ה מתלוננת ב ביהמ""ש ל עצם מעשי ה נאשם , לא נדרשת תוספת ראייתית , אלא יש צורך ב פירוט ב הכרעת ה דין מה הניע את ב יהמ""ש להסתפק ב עדות זו .",5.0
1374444,עקבית,SH-14-06-49350-22,"מעבר ל ה עובדה כי גרסה של היא של ה מתלוננת הייתה עקבית ו צוינה ב סמוך ל אירועים ל מספר אנשים ( ש ב המשך העידו ב בית ה משפט ) , הרי ש היא מתיישבת עם הודאה של הוא של ה נאשם ב ה שיחה ה מוקלטת , ו עם אותו חלק ב הודעה של הוא ב ה משטרה ב הוא הוא מודה כי "" יתכן ש באחד מ שני ה מפגשים הם קיימו יחסי מין מלאים "" .",5.0
1375072,עיקרית,ME-12-01-7451-55,"כאן באה עדות של היא ה עיקרית של ה מתלוננת , ב נוגע ל ליבת ה מקרה .",5.0
1380428,אותנטית,ME-15-05-26580-949,התרשמתי כי עדות של היא של ה מתלוננת הנה אותנטית .,5.0
1399177,משפטי,m995167,ה מצב ה משפטי - עדות של היא של ה ילדה - מ. ג.,5.0
1399234,מהימנת,m995167,"אין סיבה שלא לראות ב מקרה דנן עדות אחת מהימנת של ילדה על מה ש ביצע ב היא ה משיב , ראיה נסיבתית ה מסייעת ל עדות ה אחרת .",5.0
1425907,ראשונה,m06007025-296,ה עדות ה ראשונה של ה מתלוננת 6 .,5.0
1426056,שניה,m06007025-296,עדות של היא ה שניה של ה מתלוננת 18 .,5.0
1426859,מיידית,m06007025-296,"גרסה של היא ה מיידית של ה מתלוננת תואמת את עדות של היא , ו בעת ש מסרה את תלונה של היא ה מיידית לא ידעה כי שיחה של היא הוקלטה .",5.0
1427190,נוספת,m06007025-296,ב החלטה ש נתנו ב יום 21.3.07 קבענו כי ה מאשימה תגבה עדות נוספת מ ה מתלוננת עד ל יום 11.4.07 ו כי ה מועד ה נוסף ל שמיעת עדות של היא ייקבע ב ה ישיבה ה באה .,5.0
1461098,אמינה,m98386d,"הבאתי את תמצית עדות של הן של ה אם ו של ה מורה , כדי להראות עד כמה אמינה , עקבית ו מאופקת היתה גירסה של היא של ה קטינה .",5.0
1461113,נוספת,m98386d,"ה חוקרת תמר קניספל קבעה ב חוות דעה של היא ( ת29 / ) , כי ה ילדה מהימנה ו ה מליצה לגבות עדות נוספת מ ה ילדה על ידי חוקר / ת ילדים דובר / ת ערבית .",5.0
1487970,יחידה,s00002865-124,מ שעה ש עדות של הוא של חמדאן נפלה - נותרנו מול עדות יחידה של מתלוננת ב עבירת מין .,5.0
1526381,יחידה,ME-18-05-19391-55,"ניתן להרשיע ב ה עבירות מין גם על בסיס עדות יחידה של מתלוננת הגם ש נדרשת הנמקה ( ל [ נוסח חדש ] תשל""א - 1971 ; ע""פ  נור נ' מדינת ישראל , נו ( 6 ) 205 ( 2002 ) ; גנדור נ' מדינת ישראל , מב ( 4 ) 045 ( 1988 ) ; פלוני נ' מדינת ישראל ( 01.09.2009 ) ) .",5.0
1537794,כבושה,m07001123,"עיתוי הגשת ה תלונה ו הטענה ל "" עדות כבושה "" - ב יחס ל שתי ה מתלוננות 31 .",5.0
