sentence_id,תיאור,title,sentence_text,query number,tagger,status,label,label2,start_ind,end_ind,mental_state,clean_sentence
829028,,SH-11-04-33622-55,"תשובה ישירה , חדה ו חודרת ; דברים כ דורבנות ש לא הותירו ב אני ספק כי עדות ה מתלוננת היא אמת לאמיתה , ו כי חוותה את ה דברים ו את ה אירוע ש על הוא סיפרה .",20.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,124.0,125.0,No,"תשובה ישירה, חדה וחודרת; דברים כדורבנות שלא הותירו בי ספק כי עדות המתלוננת היא אמת לאמיתה, וכי חוותה את הדברים ואת האירוע שעליו סיפרה"
482820,יחידה,k00501499p,"עפ""י ה הגנה ל עדות של היא ה יחידה של ה מתלוננת - אין כל ראיה של ממש או שמץ של ראיה ה תומך או מחזק את טענת ה מתלוננת כי בוצעו ב היא מעשי אינוס .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,510.0,511.0,No,"עפ""י ההגנה לעדותה היחידה של המתלוננת - אין כל ראיה של ממש או שמץ של ראיה התומך או מחזק את טענת המתלוננת כי בוצעו בה מעשי אינוס"
133749,חלשה,ME-11-06-2965-391,"ל טענת ב""כ ה נאשם , כתב ה אישום ש הוגש נגד מ רשו מבוסס רובו הוא כ כולו הוא על עדות של היא של ה מתלוננת עצמה , ו כפי ש כבר עולה מ תיאור עדות של היא לעיל , עדות זו של ה מתלוננת חלשה במיוחד , רצופה שקרים , ו אינה ראויה ל ה משקל ה דרוש כדי להרשיע אדם ב פלילים .",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,228.0,229.0,No,"לטענת ב""כ הנאשם, כתב האישום שהוגש נגד מרשו מבוסס רובו ככולו על עדותה של המתלוננת עצמה, וכפי שכבר עולה מתיאור עדותה לעיל, עדות זו של המתלוננת חלשה במיוחד, רצופה שקרים, ואינה ראויה למשקל הדרוש כדי להרשיע אדם בפלילים"
603495,מיניים,ME-18-12-64564-33,"בית ה משפט ה מחוזי זיכה את ה נאשם ו פסק : ליבת גרסה של היא של ה מתלוננת , ה מתארת את מעשה של הוא ה מיניים של ה נאשם כלפי היא - רצופה ב אותות אמת ו היא מהימנה ו אמינה .",9.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,10.0,11.0,No,"ליבת גרסתה של המתלוננת, המתארת את מעשיו המיניים של הנאשם כלפיה – רצופה באותות אמת והיא מהימנה ואמינה"
746549,מפלילה,m03001032-606,ענין נוסף ש מקשה על אימוץ גרסה של היא ה מפלילה של ה מתלוננת הוא משך ש הייתם ה משותפת של ה שניים ב דירת ה נאשם .,5.0,dana,annotated,"לא אמינה: נתפסת כנקמנית, חשש להעללה או האשמת שווא",,67.0,68.0,No,ענין נוסף שמקשה על אימוץ גרסתה המפלילה של המתלוננת הוא משך שהייתם המשותפת של השניים בדירת הנאשם
1318795,שונות,SH-11-05-33811-130,"דבר של היא ה אמינים של ה מתלוננת , התנהגות של הוא ה מוזרה של ה נאשם מיד עם מעצר של הוא ו ה גרסאות ה שונות ו ה מאוחרות של הוא , מצביעות על כך כי הוא ה אדם ש אחז ב חזה של ה מתלוננת .",5.0,dana,annotated,אמינה בגלל שהנאשם לא אמין,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",89.0,90.0,No,"16.	דבריה האמינים של המתלוננת, התנהגותו המוזרה של הנאשם מיד עם מעצרו והגרסאות השונות והמאוחרות שלו, מצביעות על כך כי הוא האדם שאחז בחזה של המתלוננת"
121501,שונות,m01000232,"סתירה זו בין גרסאה של היא ה שונות של ה מתלוננת מצביעה על כך כי ה מתלוננת מנסה להציג בפני ב יהמ""ש מצג לפי הוא ה נאשמים כלל לא מצאו חן ב עין של היא מלכתחילה ו כי לא הייתה מעונינת ב כל מגע עם הם , אך מצג זה אינו מתיישב עם ה עובדה כי ה מתלוננת בילתה עם ה נאשמים ב שני מועדים שונים ו נפגשה עם הם ב ה פעם ה שניה ב פאב ה פונזי ב פגישה יזומה .",5.0,dana,annotated,"לא אמינה: נתפסת כנקמנית, חשש להעללה או האשמת שווא","אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",128.0,136.0,No,"סתירה זו בין גרסאותיה השונות של המתלוננת מצביעה על כך כי המתלוננת מנסה להציג בפני ביהמ""ש מצג לפיו הנאשמים כלל לא מצאו חן בעיניה מלכתחילה וכי לא הייתה מעונינת בכל מגע עמם, אך מצג זה אינו מתיישב עם העובדה כי המתלוננת בילתה עם הנאשמים בשני מועדים שונים ונפגשה עמם בפעם השניה בפאב הפונזי בפגישה יזומה"
968217,עקבית,m04001110,"ב עדות של היא , מסרה ה מתלוננת גרסה שלימה , עקבית ו ה גיונית של השתלשלות ה אירועים נשוא כתב ה אישום .",8.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",1897.0,1898.0,No,"בעדותה, מסרה המתלוננת גרסה שלימה, עקבית והגיונית של השתלשלות האירועים נשוא כתב האישום"
571875,זהה,m011154,"מובן כי חלק זה ב עדות של היא של ה עובדת - ה סוציאלית הינו עדות שמיעה , אך ללא ספק מהווה הוא ראיה ל אמירה של הם של ה דברים על - ידי ה מתלוננת , ו ב כך מעבה את אמינות של היא ו מ הימנות של היא של גירסת ה מתלוננת ה זהה ל הם .",7.0,dana,annotated,אמינה בגלל חיזוק חיצוני,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",1222.0,1223.0,No,"מובן כי חלק זה בעדותה של העובדת-הסוציאלית הינו עדוּת שמיעה, אך ללא ספק מהווה הוא ראיה לאמירתם של הדברים על-ידי המתלוננת, ובכך מעבּה את אמינותה ומהימנוּתה של גירסת המתלוננת הזהה להם"
692653,אמינה,s08000496-128,"לאור כל ה אמור : עדות של היא ה אמינה של ה מתלוננת , הודיה של הוא ה חלקית של ה נאשם , ו משדחיתי גרסת ה הגנה , שוכנעתי מעבר ל כל ספק סביר כי עבר ה עבירה ה מיוחסת ל הוא ו אני מרשיעה את הוא בהתאם .",5.0,dana,annotated,אמינה בגלל שהנאשם לא אמין,not relevant,382.0,383.0,No,"7. לאור כל האמור:  עדותה האמינה של המתלוננת, הודייתו החלקית של הנאשם, ומשדחיתי גרסת ההגנה, שוכנעתי מעבר לכל ספק סביר כי עבר העבירה המיוחסת לו ואני מרשיעה אותו בהתאם"
61202,כשרה,m06003037,"ו ביתר פירוט : ל , ה תשט""ו - 1955 קובע כי אמנם עדות של היא של ה מתלוננת בפני חוקרת ה ילדים כשרה להתקבל כ ה ראיה , אלא ל חוק זה קובע כי :",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,600.0,601.0,No,"וביתר פירוט:  ל, התשט""ו – 1955 קובע כי אמנם עדותה של המתלוננת בפני חוקרת הילדים כשרה להתקבל כראיה, אלא  לחוק זה קובע כי:"
231895,עקבית כבר מ שלב זה ו עד ל ה סיום ה משפט,ME-13-10-51550-44,נטען ש גירסת ה מתלוננת היתה עקבית כבר מ שלב זה ו עד ל ה סיום ה משפט .,7.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,442.0,470.0,No,נטען שגירסת המתלוננת היתה עקבית כבר משלב זה ועד לסיום המשפט
7961,מקובלת על אני,s01777,"גירסה של היא של ה מתלוננת , ב עיקרה , ב כל ה קשור ל אירוע אשר התרחש ב צומת קסטינה , מקובלת על אני .",1.0,dana,annotated,not relevant,,25.0,26.0,No,"4.	גירסתה של המתלוננת, בעיקרה, בכל הקשור לאירוע אשר התרחש בצומת קסטינה, מקובלת עלי"
441454,יחידה,SH-08-2140-86,נוכח ה קביעה אל היא הגעתי כי ב העדר חיזוק ל עדות של היא של ה מתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי ב דבר הרשעת ה נאשם מעבר ל כל ספק סביר על יסוד עדות של היא ה יחידה של ה מתלוננת אני מזכה את ה נאשם מ חמת ה ספק .,5.0,dana,not annotated,,,,,,נוכח הקביעה אליה הגעתי כי בהעדר חיזוק לעדותה של המתלוננת לא יהיה זה בטוח לקבוע ממצא עובדתי בדבר הרשעת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת אני מזכה את הנאשם מחמת הספק
277466,ראשונה,s02003061-156,"לא ניתן גם להתעלם מ כך ש גירסה של היא ה ראשונה של ה מתלוננת היתה כי התנגדה ל מעשים של הוא של ה נאשם , ו כי ה מעשים נכפו על היא ב אופן ש נאנסה ממש בעוד ש החלק ה חמור ב כתב ה אישום עניין של אנחנו ב ה עילה אסורה ב הסכמה .",5.0,dana,not annotated,,,,,,"לא ניתן גם להתעלם מכך שגירסתה הראשונה של המתלוננת היתה כי התנגדה למעשיו של הנאשם, וכי המעשים נכפו עליה באופן שנאנסה ממש בעוד שהחלק החמור בכתב האישום עניינו בעילה אסורה בהסכמה"
