sentence_id,title,query number,clean_sentence,status
443525,m06001058-315,5.0,"מאידך, לטענת המאשימה הסתירות בין הגרסאות השונות של המתלוננת, ככל שישנן, אינן משמעותיות ואינן פוגעות באמינותה",not annotated
443696,m06001058-315,5.0," הסנגור מבקש להצביע על סתירות בין הגרסאות השונות של המתלוננת ולעניין זה מפנה לעדות עת/1 רס""מ סמימי, ראש משמרת סיור, שהיה הראשון לפגוש במתלוננת מיד לאחר האירוע",not annotated
459518,ME-07-1023-33,5.0,"לפיכך, החלטתי להעדיף את גרסתן הקוהרנטית של המתלוננות על זו של הנאשם ואני מציעה לחבריי להרשיע את הנאשם בעבירה של מעשה מגונה , עבירה על  בנסיבות  ל",not annotated
460011,s03001203-186,5.0," ענין לנו בעבירות מין, כאשר מעצם טיבן וייחודן מתבצעות בדרך כלל בצנעה, רחוק מן העין בנוכחות העבריין וקורבנו בלבד, ועל כן כל מה שיש  בפני בית המשפט הן עדויות קוטביות של  המתלוננת והנאשם",not annotated
464488,ME-09-127-726,5.0," קביעתנו כאמור אינה מבוססת אך ורק על התרשמותנו הבלתי אמצעית מדרך מתן העדות על ידי המתלוננת, כאמור, כי אם ובעיקר על תוכן גירסתה הסדורה והמלאה של המתלוננת לפיה:",not annotated
464621,ME-09-127-726,5.0,"בנוסף, איננו רואים באי-אזכורו של דהן כמי שסיפרה לו על חוויית האונס, אלא לראשונה בהליכים אלו , כעדות כבושה של המתלוננת",not annotated
465169,SH-07-4824-71,5.0," הערכת מהימנות וקביעת ממצאי עובדה כבר עתה אומר כי לאחר שהאזנתי לדברי העדים ובחנתי את עדותם בפני, אני מעדיף ללא היסוס את גירסת המתלוננת לאירועים ודוחה לחלוטין את גירסת הנאשם, וזאת לאחר שהזהרתי עצמי כמתחייב מהוראת  ל כי המדובר בהכרעה על בסיס עדות יחידה של מתלוננת בעבירת מין",not annotated
466266,M-NoPub-ZC-1-045-L,5.0," ניתן להרשיע את הנאשם על סמך עדותה היחידה של המתלוננת גם ללא החיזוקים שמניתי לעיל, אולם ברור שההרשעה בטוחה יותר לאחר שמביאים בחשבון את החיזוקים הנ""ל",not annotated
466314,M-NoPub-ZC-1-045-L,5.0,"גם הטענה שהמדובר הוא בעדות כבושה מצד המתלוננת למשך תקופה ארוכה, אין בה כדי להושיע למערער",not annotated
467504,m995167,5.0,"אין סיבה שלא לראות במקרה דנן עדות אחת מהימנת של ילדה על מה שביצע בה המשיב, ראיה נסיבתית המסייעת לעדות האחרת",not annotated
469538,ME-10-09-36439-55,5.0,"""מלשון הסעיף עולה כי רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
473329,m04001110,5.0,"ז בהודעתה הנ""ל במשטרה אינם מלמדים דבר, ואף אין בהם משום סתירה לעדותה הברורה והנחרצת של המתלוננת, הנתמכת בהודאתו של הנאשם 1, בדבר החדירה לגופה",not annotated
473684,m04001110,5.0," דבריו אלו מאששים את גרסתה העקבית של המתלוננת אשר סיפרה כי במהלך האירוע, אחד מארבעת הנערים היה פסיבי ועמד בצד",not annotated
474094,m04001110,5.0,"גרסתה המהימנה של המתלוננת נתמכת בראיות נוספות למכביר, המחזקות ומאששות את דבריה בהודעותיה בפני חוקרת הילדים ובעדותה בבית המשפט",not annotated
476222,ME-09-12-5569-3,5.0," בנסיבות אלה, תמוהה  גרסתו הראשונה של המתלונן, לפיה הדברים אירעו 3ימים לפני כן, והסברו לפיו ""סתם המציא יום"", עשוי להטיל ספק, שמא כמו שהמציא את היום, המציא את המעשים",not annotated
476690,ME-09-12-5569-3,5.0,"הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן",not annotated
478135,ME-09-12-5569-3,5.0,אף אני מצאתי את עדותו של המתלונן ראויה לאמון על פי הרושם הישיר שקיבלתי ממנו במהלך עדותו הארוכה,not annotated
478595,s01005977-254,5.0,"כאמור לעיל, הפסיקה מקבלת עדות חסרה או מבולבלת של מתלוננת, כאשר מדובר באירוע טראומטי",not annotated
480182,ME-10-03-31273-1,5.0,"יוטעם, כי הבאתן של ראיות חיזוק אלה אינה נעוצה בחובה שבחוק, שכן כידוע, בוטלה דרישת הסיוע לעדות יחידה של קורבן עבירות מין שנדרשה בעבר, וכיום, בהתאם ל ל , התשל""א-1971 , כפי שפורש בפסיקת בית המשפט העליון, יש צורך בהנמקה מיוחדת לביסוס הרשעה על-פי עדותה היחידה של מתלוננת",not annotated
487726,m03001032,5.0,ענין נוסף שמקשה על אימוץ גרסתה המפלילה של המתלוננת הוא משך שהייתם המשותפת של השניים בדירת הנאשם,not annotated
488093,m02001067-568,5.0,"עדותו של שבי היא העדות היחידה של מי שהיה קרוב לאירועים בעת התרחשותם, מלבד עדויותיהם הסותרות של המתלוננת והנאשם",not annotated
488295,m02001067-568,5.0," על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה",not annotated
490926,s00008923-298,5.0,קושי נוסף בהכרעת הדין  הוא כי כאמור לפנינו עדות יחידה של המתלוננת שעל סמכה מבקשת התביעה הכללית לבסס הרשעה בפלילים,not annotated
496236,m99005235-164,5.0," בענייננו נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ותמיהות",not annotated
499196,ME-12-07-39094-303,5.0,"במקרה דנן, גם אם שיקר הנאשם בכך שהכחיש בחקירתו כל מעשה אלימות מלבד האירוע מושא האישום העשירי, אפשר כי הדבר נועד למנוע את הסתבכותו בעבירות שלא ביצע, קרי במסכת הקשה של עבירות אינוס, אלימות וכליאת שווא, כנטען בגרסתה המאוחרת של המתלוננת בחקירה",not annotated
500223,s02003519-47,5.0,"עפ""י  ב, ביהמ""ש יכול לסמוך על עדות יחידה של מתלוננת ובלבד שיפרט מה ראה לעשות כן",not annotated
500241,s02003519-47,5.0," נראה לי שלא יהיה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה, כאמור, בסתירות ובתמיהות""",not annotated
500260,s02003519-47,5.0,"לאחר ששמעתי וראיתי את המתלוננות בעת מתן עדותן ואת עדותם של עדי התביעה וההגנה  התומכים בדברי הנאשם, ובחנתי את כל הראיות שהציגו התביעה וההגנה, הגעתי למסקנה כי אין בפני כל דבר התומך בגירסתן היחידה של המתלוננות אשר יכול כדי לענות על חובת ההנמקה, וזאת בנוסף לעדות המתלוננות שהיתה עדות כבושה ועם סתירות מהותיות",not annotated
502299,m02001206,5.0,"עם זאת ועל-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירות מין, הובאו בפנינו עדויות נוספות במטרה לעבות ולאמת את גירסתה, ולחזק את אמינותה ומהימנותה",not annotated
503261,m02001206,5.0," לעומת גירסתה הסדוּרה, ההגיונית והעִקבית של המתלוננת, והחיזוקים ואותות האמת התומכים בה כאמור לעיל - אין גירסתו של הנאשם יכולה להתקבל כמשכנעת ואין בה כדי לפגום בתמונה שהצטיירה מראיות התביעה",not annotated
508354,s00012094-286,5.0," כן מציין הסניגור כי המתלוננת לא אמרה בעדותה בביהמ""ש דבר בעניין צביטה בלחי ועל כן, לדעת הסניגור, אין להשתית הרשעה בהסתמך על עדותה היחידה של המתלוננת",not annotated
510202,SH-11-04-25817-739,5.0,"ככלל, אין מניעה שהרשעה בעבירת מין תושתת על סמך עדות יחידה של מתלוננת, כאשר עדות זו נמצאה עדות משכנעת, אמינה, וניתן לתת לה את מלוא המשקל הראייתי",not annotated
518167,m011068a,5.0,  קיומה של טראומה זו גלוי לעין והוא מווה חיזוק לגרסתן הכוללת של המתלוננות,not annotated
519000,s98001190-19,5.0," מובן שלדיון ב""שאלות חתך"" מקום רק בשלב שני, לאחר דיון ראשוני בגרסה הפרטיקולרית של כל מתלוננת",not annotated
524777,m03001069,5.0,"לא למותר לציין כי גירסתו זו של הנאשם עומדת בסתירה גמורה לגירסתה המהימנה של המתלוננת, שטענה, כפי שהוזכר כבר לעיל, כי הנאשם שוחח עם שותפוֹ, שהסיע אותה לאותו מקום",not annotated
525377,m03001069,5.0," שמענו את עדותה הארוכה והמפורטת של המתלוננת, ויכולים היינו להתרשם באורַח בלתי-אמצעי מאוֹפיהּ, התנהגות ואופן עמידתה בחקירה לא-קלה",not annotated
525555,m03001069,5.0," לעומת גירסתה הברורה והאֲמִינָה של המתלוננת, והתוספות הרְאָיָיתִיוֹת המאמתות וּמעבּוֹת אותה, גירסתו של הנאשם איננה אֲמִינָה ואינה משכנעת כְּלָל ועיקר",not annotated
527927,ME-12-03-25945-23,5.0,"מכאן, שבענייננו, אין בנטען לעיל ע""י ההגנה כדי לערער את גרסתה המהימנה של המתלוננת",not annotated
528108,ME-12-03-25945-23,5.0," גירסתה המהימנה של המתלוננת והחיזוקים לה, בעינם עומדים, ובהיעדר ממצא כטענות ההגנה, אין כדי להעלות או להוריד; באותה מידה לא נמצא פרופיל DNA של המתלוננת במוצגים שנלקחו מהחדר , והרי אין חולק כי הנאשם והמתלוננת ישבו על הספה והתנשקו",not annotated
528153,ME-12-03-25945-23,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
528159,ME-12-03-25945-23,5.0,"ובענייננו: בנוסף לעדותה העקבית, הברורה והאמינה של המתלוננת, ולפירוט מדוע ניתן להסתפק בעדות זו להרשעת הנאשם כמפורט לעיל ולהלן, יפורטו להלן גם ראיות חיצוניות המחזקות את גירסת המתלוננת ונותנות לה משנה תוקף",not annotated
528295,ME-12-03-25945-23,5.0," עדותה של יעל, לה סיפרה המתלוננת סמוך לאחר הארוע את שעשה לה הנאשם, מהווה איפוא, כשלעצמה, ראיית חיזוק של ממש לגירסתה המהימנה של המתלוננת (השוו:  פלוני דלעיל, בסע' 23 ו-33 לפסה""ד מיום 25",not annotated
528404,ME-12-03-25945-23,5.0," בנוסף לגירסתה המהימנה של המתלוננת, הרי שמספר עדים  ראו את המתלוננת כשהיא בהלם, קפואה, לא משתפת פעולה, ממעטת בדיבור, בוכה, וכן היא סיפרה להם  על מה שארע לה",not annotated
528684,ME-12-03-25945-23,5.0,"עדותה העקבית והמהימנה של המתלוננת, שגירסתה גם חוזקה בראיות שונות כאמור, מפריכה איפוא את טענת הסניגור ל""טעות""",not annotated
528691,ME-12-03-25945-23,5.0,"לנוכח גירסתה המהימנה של המתלוננת והחיזוקים לה כאמור, וחוסר מהימנות גירסת הנאשם, הנאשם לכל הפחות עצם את עיניו מפני אי הסכמת המתלוננת למעשיו, ולמעלה מכך – לפי הראיות דעיל הנאשם חש בבירור בהתנגדותה של המתלוננת",not annotated
529188,m03000984-300,5.0,"בדעת מיעוט, סבר כבוד הנשיא פלפל, כי ניתן להרשיע את הנאשם על סמך עדותה היחידה של המתלוננת",not annotated
529506,m03000984-300,5.0,"  החיזוקים לעדות המתלוננת ניתן להרשיע את הנאשם על סמך עדותה היחידה של המתלוננת כיון שאני מאמין לגרסתה, אין בה פרכות, אין בה סתירות והיא אמינה בעוד עדותו של הנאשם בלתי אמינה ואינני מאמין לטענתו שהמתלוננת נבעלה לו מרצונה",not annotated
530601,s011042,5.0," כבר אקבע כי אף אם אקבל את גרסת המתלוננת לגבי אירוע המעשה המגונה בסלון בית הנאשמים, גרסה אשר נתמכה בעדות מהימנה של המתלוננת ואף במעשים דומים בם הודתה הנאשמת שבוצעו לכאורה כ""ביום"" לעיני קטינות אחרות, אזי לא הוכחה אשמת הנאשמים",not annotated
534024,ME-15-10-1855-55,5.0,"במקרה דנן כאמור, מצאתי את עדותה של המתלוננת ש' מהימנה ביותר, הן באשר לסיפור ההתרחשות והן לגבי זיהויו של הנאשם כמי שתקף אותה, ועדותה זו היא נדבך מרכזי בראיות המאשימה לחובתו",not annotated
534158,ME-15-10-1855-55,5.0," כוונתי היא בעיקר לעדותה המהימנה ביותר של המתלוננת בפנינו; התיאור המפורט שמסרה לשוטרים ולאמה מיד לאחר האירוע התואם בפרטים מרכזיים את התיאור שמסרה המתלוננת ה' באישום השני ואשר על בסיסו, בין היתר, מצאנו כאמור כי יש להרשיע את הנאשם באישום זה",not annotated
534396,ME-15-10-1855-55,5.0,"באשר לטענות ההגנה בסיכומים, לעניין סתירות וגרסה מתפתחת לכאורה של המתלוננת ג' נ', אין לי אלא להפנות לדברים שכתבתי לעיל בדיון בעניינה של ש' ולפסקי הדין אליהם הפניתי שעניינם הקושי הייחודי של מתלוננים ומתלוננות בעבירות מין למסור באופן מיידי גרסה סדורה ושלמה בשל הטראומה אותה הם חוו",not annotated
548390,m02001238,5.0," לכאורה, די לנו בגירסתה האמינה והמהימנה של המתלוננת בכדי להרשיע את הנאשם בעבירה המיוחסת לו",not annotated
548435,m02001238,5.0,"אין כל ספק כי מצב נפשי כזה אשר, כאמור, מחייב גם היום טיפול פסיכיאטרי תרופתי ומעקב לטווח ארוך, מהווה סיוע של ממש לגירסתה הכוללת של המתלוננת, הגם שסיוע אינו נדרש לה",not annotated
548474,m02001238,5.0," לעומת גירסתה האמינה, המהימנה והבלתי נסתרת של המתלוננת, אשר קיבלה סיוע, חיזוק ואימות מכל הראיות הנוספות כאמור לעיל, הרושם העולה מגרסאותיו של הנאשם, מעדותו בבית-המשפט ומהתנהגותו במהלך הדיונים הוא שלילי ובלתי אמין",not annotated
550284,s06002525-311,5.0," הנה כי כן, ניצבות בפנינו שתי גרסאות: האחת – גרסתה המהימנה והבלתי מקועקעת של המתלוננת, שהיא נטולת מניע, והשניה – גרסתו הבלתי מהימנה בעליל של הנאשם, שבנקודה מסוימת,  מחזק בדבריו את גרסת המתלוננת",not annotated
551194,ME-12-5501-303,5.0,"סוף דבר לעניין מעשי האינוס הרשעה בעבירת מין על סמך עדות יחידה של מתלוננת, דורשת הנמקה מיוחדת כאשר ההנמקה חלה על כל עבירה בנפרד ועוצמתה נגזרת מעוצמת העדות ועוצמת הבעיות המכרסמות בה",not annotated
553922,me-06-3028,5.0,"זאת ועוד, המדובר בעדות כבושה וכאמור למתלוננת אין הסברים לכבישת עדותה, הן ביחס לאירוע זה והן ביחס לאירועים האחרים",not annotated
558709,ME-12-10-2187-137,5.0,"הנה כי כן, יש בעדותה המהימנה של המתלוננת, שנמצאו לה חיזוקים בראיות אחרות, כדי להביא לקביעה, במחלוקת הליבה, ולפיה, הוכח, במידה הנדרשת במשפט, שהחדרת אצבעותיו ואיבר מינו של הנאשם לאיבר מינה של המתלוננת, נעשו שלא בהסכמתה החופשית, ושעה שהנאשם היה מודע להיעדר ההסכמה",not annotated
560458,ME-11-03-34914-325,5.0," לגופו של ענין, מעדותו של הנאשם במשטרה ובבית המשפט עולה כי בניגוד לעדותו הברורה והקוהרנטית של המתלונן,  עדות הנאשם היתה רצופת שקרים וסתירות, שיש בהם כדי להוות חיזוק לעדות המתלונן",not annotated
563327,m01953,5.0,"לפנינו אם כן, עדות מול עדות, עדות הנאשם המכחיש את בצוע העבירות, מול עדותה היחידה של המתלוננת",not annotated
566293,s06002247-262,5.0,"מכאן, כדי לבסס הרשעה על עדות יחידה של מתלוננת, נדרש בית המשפט ליתן הנמקה ממשית, שיהא בה כדי לסלק את החששות המלווים עדות של קרבן של עבירות מין",not annotated
566304,s06002247-262,5.0,"מידת הוכחה זו של הספק הסביר, מקבלת משנה תוקף כאשר מדובר בהרשעה על פי עדות יחידה של מתלוננת",not annotated
566725,me-09-02-142920,5.0,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,not annotated
567862,m98905,5.0,"לוח תצלומים זה , הוגש במהלך עדותה הראשית של המתלוננת, בהסכמה, ובלא שב""כ הנאשם ביקש לזמן לחקירה את מצלם התמונות , כדי לחוקרו על הכיתוב הנ""ל, המדבר בעד עצמו",not annotated
568002,m98905,5.0," בדומה לאופן שבו נהגנו לגבי עדותה הראשית של המתלוננת ביחס לאירוע הראשון, נביא גם עתה את עדותה של המתלוננת בעדותה הראשית, ביחס לאירוע השני בו קא עסקינן, ככתבה וכלשונה, בהיותה תמציתית, ענינית וממוקדת",not annotated
572087,SH-09-4143-158,5.0," מכאן, כי גרסתה לפיה סיפרה לחברתה השוטרת לא עמדה אולי לפני החוקרת, עם זאת, כאמור לעיל, בגרסתה הראשונה של המתלוננת, בתרשומת הראיון עם הגב' עזריאל, נכתב ביחס לאירוע האמור באישום הראשון: ""מ",not annotated
573544,ME-14-10-21304-44,5.0,"כאמור, אליבא עדותה המפורשת של המתלוננת היא לא הסכימה להיבעל על ידי הנאשם ולא הסכימה לבצע עמו מין אנאלי",not annotated
573552,ME-14-10-21304-44,5.0," עדותה האמינה של המתלוננת ושאר הראיות התומכות בה, מבססות כנגד הנאשם את העבירות שיוחסו לו בכתב האישום",not annotated
574668,m06003055,5.0,"מצבה הנפשי של המתלוננת לאורך השנים והזדקקותה לטיפול פסיכולוגי מתמשך עקב טראומת אינוס, כפי שהעידה הפסיכולוגית מ' – מתווספים לשאר הראיות שמניתי ואשר יש בהן  לתמוך, לאשש ולחזק את גירסתה האמינה של המתלוננת",not annotated
577450,s011088,5.0,"בית המשפט מזהיר עצמו כי בפניו עדות יחידה של המתלוננת, גם אם יימצאו תימוכין לעדותה, הרי החובה על פי הדין, כי בית המשפט ינקוט משנה זהירות בכל הקשור בהרשעת נאשם על סמך עדות יחידה",not annotated
577954,s011088,5.0,עדותה היחידה של המתלוננת:,not annotated
589700,SH-11-09-5689-9,5.0,"אני דוחה את הטענה לפיה בדתה המתלוננת את הסיפור כדי להצדיק בפני פן את כניסתה לסוויטה הקטנה לבד עם הנאשם, לנוכח עדותם האמינה של המתלוננת ושל פן, ובשל העדר כל בסיס לטענה",not annotated
593962,M-NoPub-ZC-5-306-L,5.0,"החוקרת תמר קניספל קבעה בחוות דעתה , כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",not annotated
595344,M-NH-2-003-L,5.0,"1982:ב "" הרשיע בית-משפט על עבירה לפי סימן ה' בפרק י' ל, התשל""ז-1977, עפ""י עדות יחידה של הנפגע, יפרט בהכרעת הדין מה הניע אותו להסתפק בעדות זו""",not annotated
595346,M-NH-2-003-L,5.0,"מאחר והחלטתי להרשיע את הנאשם בעבירות המיוחסות לו בכתב האישום, וזאת על סמך עדותה היחידה של המתלוננת, העומדת בסתירה לעדותו של הנאשם, להלן נימוקיי מדוע החלטתי לעשות כן",not annotated
600198,ME-18-12-64564-33,5.0,"ראיות התביעה לביסוס האישום, מתמקדות בעדותה המוקלטת והמוסרטת של המתלוננת בפני חוקרת הילדים, ובעדותה של זו האחרונה, כאשר בשל איסור מטעמה, לא העידה הקטינה בביהמ""ש",not annotated
604834,m06007025-296,5.0," גרסתה המיידית של המתלוננת תואמת את עדותה, ובעת שמסרה את תלונתה המיידית לא ידעה כי שיחתה הוקלטה",not annotated
605316,m98386d,5.0,"החוקרת תמר קניספל קבעה בחוות דעתה , כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",not annotated
609652,SH-18-05-47230-11,5.0," לעדותו המהימנה של א' מצטרפים חיזוקים משמעותיים, כפי שיפורט להלן, ומכאן שאין מדובר בעדות יחידה של מתלונן בעבירות מין",not annotated
613898,ME-09-1132-667,5.0,"ב  292) נקבעה לראשונה ההלכה, ולפיה אין סיבה שלא לראות בעדות מהימנה של ילדה, שנמסרה בפני חוקרת ילדים, ראיה נסיבתית המסייעת לעדות מהימנה אחרת של ילדה, שאף היא נמסרה בפני חוקרת ילדים",not annotated
617522,m07008007-405,5.0," בערבו של יום מצאנו, אפוא, ליתן אמון מלא בגרסתו הגולמית של מתלונן 5, כי הנאשם אילצו לבצע בו מין אוראלי ובתוך כך נגע בפי הטבעת שלו, וזאת במסגרת שני אירועים מובחנים, כשאחת הפעמים הייתה בתוככי המסגד, לשם אף הוביל את חוקרי המשטרה",not annotated
626828,ME-10-01-24354-12,5.0," גם בעדותה הנוספת של המתלוננת בביהמ""ש  מסרה כי על האינוס סיפרה בפעם הראשונה בחייה במשטרה",not annotated
628402,ME-17-09-14743-33,5.0,"לשיטת ההגנה, עדותה ""הפגומה"" של המתלוננת בנוגע לתדירות המעשים, משליכה על כל עדותה ויש לדחותה כבלתי אמינה",not annotated
628447,ME-17-09-14743-33,5.0," בהתאם להוראת  ל  התשל""א-1971, ניתן לבסס הרשעה על עדות יחידה של מתלונן בעבירת מין אך על בית המשפט לנמק את טעמיו לכך",not annotated
630689,ME-12-09-42383-690,5.0," על כל פנים, עדותו של פרופ' רכס אינה מעלה ואינה מורידה מהעיקר בתיק, שהוא עדותה הברורה של המתלוננת",not annotated
630781,ME-12-09-42383-690,5.0," יש לומר כבר עתה, כי גרסתה העובדתית של המתלוננת לאירוע, חקירותיה אצל חוקרת הילדים ועדותה בבית המשפט, הותירו כולן רושם חיובי ומהימן למדי",not annotated
630854,ME-12-09-42383-690,5.0," מהאמור לעיל עולה אפוא כי אין מדובר בסתירה של ממש בין גרסתה הישירה של המתלוננת לבין הגרסה שמסרה לאמה, אלא במקרה הנראה יותר כאי הבנה, שאין בו כדי להחליש את גרסת המתלוננת",not annotated
631076,ME-12-09-42383-690,5.0," התוצאה הינה כי חרף גרסתה המהימנה של המתלוננת ושל הוריה, הצטברו מספר תהיות ושאלות שיש בהן כדי ליצור ספק סביר, בעיקר לנוכח גרסתו העקבית והקוהרנטית של הנאשם",not annotated
635317,ME-10-08-15656-33,5.0," בהסתמך על עדותה האמינה של המתלוננת, במהלכה לא נסחפה להפליל את הנאשמים, תארה בעדינות ובנחישות רק את מה שידעה וראתה בוודאות לרבות בנושא הסכין אותו תארה לפרטי פרטים והבהירה כי לא נעשה בו שימוש, אני קובע כי הנאשם 1 החזיק בידיו סכין",not annotated
635399,ME-10-08-15656-33,5.0,"אני קובע על סמך עדותה האמינה של המתלוננת כי הוכחה גניבת כסף בנסיבות היוצרות עבירת שוד, אך לא הוכח גובה הסכום שנשדד, ",not annotated
638795,SH-10-11-13054-33,5.0," לאחר מכן, ינותחו עדויותיהן הפרטניות של המתלוננות וטענותיו השונות של הנאשם ביחס אליהן, כל זאת על רקע הדיון העקרוני בעבירות ובטענות ההגנה של הנאשם ביחס לאישומים",not annotated
647066,s993830,5.0," כפי שבואר לעיל, הנדבך המרכזי בהרשעתו של הנאשם היא עדותה האמינה והמשכנעת של המתלוננת, כשאליה מצטרפות ראיות נוספות המחזקות ומעבות אותה",not annotated
648309,m01001198-543,5.0," לאור גירסתה המהימנה של המתלוננת, שנתמכת במצבה הנפשי והפיזי לאחר האירוע ובדברי הנאשם בהודעתו, בעימות שנערך עם המתלוננת ובשיחת הטלפון ביניהם, כפי שהובאו לעיל, וּמאחר ודברי הנאשם לפיהם המתלוננת הסכימה לקיים עימו יחסי-מין אינם מהימנים עליי, אני מציע לחבריי הנכבדים שבמותב להרשיע את הנאשם בעבירה שיוחסה לו בכתב-האישום",not annotated
655317,s02003061-156,5.0," לא ניתן להצביע בבירור על אילו משני הביקורים בביתה של המתלוננת מדובר, אך לאור גירסתה הנחרצת של המתלוננת כי הביקורים בביתה אירעו במהלך יום העבודה בשעות הבוקר, עדות זו מכרסמת באמינותה",not annotated
655510,s02003061-156,5.0," לא ניתן גם להתעלם מכך שגירסתה הראשונה של המתלוננת היתה כי התנגדה למעשיו של הנאשם, וכי המעשים נכפו עליה באופן שנאנסה ממש בעוד שהחלק החמור בכתב האישום עניינו בעילה אסורה בהסכמה",not annotated
657705,m98000923-197,5.0,"כלומר, הגירסה שסיפרה מיקה כאילו נמסרה מפי המתלוננת, איננה יכולה להחשב לגירסה נוספת של המתלוננת, כפי שהסניגור ייחס לה שוב ושוב בסיכומיו, שכן אין זו גירסתה של המתלוננת, אלא גירסה ""משופצת"", אם תרצה ""מנופחת"", של מיקה",not annotated
661561,m021063,5.0,"מדֶרך הטבע, ועל-אף שבוטלה דרישת הסיוע לעדוּת יחידה של מתלוננת בעבירות-מין, הובאו בפנינו ראיות נוספות במטרה לעבּוֹת, לחזק וּלאמת את גירסת המתלוננת",not annotated
662706,m021063,5.0," לעומת גירסתה האָמינה והמהימנה של המתלוננת והראיות הנוספות התומכות וּמשלימות אותה כאמור לעיל, הרושם העולה מעדוּת הנאשם וּמניתוח מִגוון גירסותיו וטענותיו - הוא שלילי וּבלתי-אמין",not annotated
662737,m021063,5.0,"עדותה האָמינה והברורה של המתלוננת, כשאליה נוספות ראיות בעלות משקל, המחזקות, מאששות וּמאמתות אותה, כשחלק מהן עולות בגדר סיוע של ממש - גם כאשר לא נדרש כזה לענייננוּ - עומדת כנגד גירסתו הרעועה והבלתי-אמינה וטיעוניו המופרכים של הנאשם",not annotated
662788,ME-11-06-51536-78,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
662794,ME-11-06-51536-78,5.0,"ובענייננו: בנוסף לעדותה העקבית, הברורה והאמינה של המתלוננת ולפירוט מדוע ניתן להסתפק בעדות זו להרשעת הנאשם כמפורט להלן, יפורטו להלן גם ראיות חיצוניות בעלות משקל עצמאי משלהן, המחזקות את גירסת המתלוננת ונותנות לה משנה תוקף",not annotated
663603,ME-11-06-51536-78,5.0,"על כן: עדותה המהימנה של המתלוננת חוזקה איפוא בעדות הנאשם דלעיל, לכל הפחות כראשית הודייה",not annotated
664279,ME-11-06-51536-78,5.0," גם לא מצאתי, גם לא בחווה""ד נ/14, עילה או הצדקה לגרוע ממשקל עדותה העניינית והמהימנה של המתלוננת ומגירסתה",not annotated
666747,m04000750-705,5.0," לטענתו, גרסתה המפלילה של המתלוננת הנה עלילת כזב שנרקמה מתוך יצר נקמה",not annotated
666765,m04000750-705,5.0," בבואנו להכריע במחלוקות העובדתיות בעניין האירועים שהתרחשו בדירת המתלוננת, עומדת לפנינו עדותה היחידה של המתלוננת, מול הכחשתו של הנאשם את עצם נוכחותו בדירה, וממילא – את המעשים המיוחסים לו",not annotated
670450,ME-10-06-32318-4,5.0," הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו",not annotated
672544,ME-10-07-35429-3,5.0,עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע,not annotated
674614,m014018,5.0," כנגד גרסתה האחת והמלאה של הילדה עומדת הכחשת הנאשם - וגרסת להד""ם",not annotated
674620,m014018,5.0," לסיכום, עדותה האמינה של הילדה, כשאליה מתווספות ראיות הסיוע האמורות, אינה מותירה ספק באשמת הנאשם",not annotated
688593,m98000942-192,5.0," ברי, כי אם המצב מורכב בעדות כבושה של מתלוננת בגירה בעבירות מין, על אחת כמה וכמה כאשר מדובר בקטינה",not annotated
693205,m01000232,5.0, בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת,not annotated
693211,m01000232,5.0,"לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו",not annotated
